Time,spreading_factor,data,frequency,bandwidth,rx_timestamp,rssi,snr,sfrx,sftx,tx_trials,tx_power,tx_time_on_air,tx_counter,tx_frequency
09:37:45,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
09:37:47,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
09:37:49,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
09:37:51,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
09:37:53,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
09:37:54,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
09:37:56,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
09:37:58,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:00,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:02,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:03,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:05,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:07,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:09,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:11,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:12,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:14,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:16,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:18,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:20,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:21,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:23,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:25,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:27,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:29,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:30,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:32,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:34,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:36,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:38,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:39,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:41,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:43,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:45,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:47,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:48,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:50,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
09:38:52,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:54,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:56,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:57,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
09:38:59,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:01,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:03,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:05,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:06,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:08,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:10,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:12,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:14,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:15,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:17,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:19,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
09:39:21,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
09:39:23,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
09:39:24,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
09:39:26,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:28,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:30,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:32,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:33,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:35,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:37,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:39,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:41,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:42,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:44,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:46,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
09:39:48,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
09:39:50,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
09:39:51,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
09:39:53,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:55,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:57,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
09:39:59,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:00,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:02,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:04,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:06,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:08,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:09,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:11,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:13,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
09:40:15,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
09:40:17,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
09:40:18,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
09:40:20,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:22,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:24,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:26,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:27,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:29,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:31,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:33,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:35,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:36,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:38,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:40,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
09:40:42,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
09:40:44,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
09:40:45,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
09:40:47,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:49,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:51,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:53,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:54,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:56,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
09:40:58,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
09:41:00,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
09:41:02,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
