Testing SD card write operations: 2022-06-26 07:30:17
2022-06-26 07:57:38: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c47dc6ffc2dc81c92194aca21f3f09bf399740b5347ae27a2dd281bc', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:39: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '0dea47e57967bf96feeb06ba80196ed7cafe53ca09a23e247d097a0f', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:57:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a4178fd484f21bab3d74f456532e457f6a6c519d238ae2c366398952', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '70d8e2f0e6a4610fb60cbcda378bf232a5600279048cae5b948dad0d', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7b2509c2078e97d1c429929c0e1cbda4c5a371aaa1018a0d50930e51', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:57:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ce6c7c78905f5558eaa73d9594f15ab0ab1b4ab72cf8c57c8cf10780', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:57:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc2d1dc9125eae4a71e5bf962d9dc89a2993b47b9f8722ef40b7fcdd', 'rssi': -98, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:57:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '15c2e33a4f71d1a9b2583dbbacd40f74c19b491f574aa34ada44a49a', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:57:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '70d8e2f0e6a4610fb60cbcda378bf232a5600279048cae5b948dad0d', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:57:48: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '2b97ad279f27c72636e4e40029c7dd4140c357d2559e6d55d2f559cd', 'rssi': -87, 'name': 'Tb95', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '70d8e2f0e6a4610fb60cbcda378bf232a5600279048cae5b948dad0d', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:57:49: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '3e69c6606e281e626c79802b8a02b0b93c1fba61d790ed6042ab5faf', 'rssi': -88, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 07:57:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '61a87f80a79b1689108d98b7515cb8f9c5a1d9071c7bec6ae5587e87', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-06-26 07:57:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7b2509c2078e97d1c429929c0e1cbda4c5a371aaa1018a0d50930e51', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:53: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '3e69c6606e281e626c79802b8a02b0b93c1fba61d790ed6042ab5faf', 'rssi': -85, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 07:57:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '70d8e2f0e6a4610fb60cbcda378bf232a5600279048cae5b948dad0d', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:57:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '41df58f5e6c1e720d79151474c9eec4883d789c2dd1006b7053f8fab', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '70d8e2f0e6a4610fb60cbcda378bf232a5600279048cae5b948dad0d', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:57:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '15c2e33a4f71d1a9b2583dbbacd40f74c19b491f574aa34ada44a49a', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:57:57: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '86ac6de4eb573f63cf79370d65670bd66a69d71c2e22ca4267ee6ad5', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:57:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '61a87f80a79b1689108d98b7515cb8f9c5a1d9071c7bec6ae5587e87', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-06-26 07:57:59: {'adv_flag': 2, 'def_tx_pwr': 3, 'mac': '528ea4ae9d3440fa1e716e82bfe4bf3779804a6194fa3a874d05f7e9', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '02d0b88c72879f0a73410a5f1f6464e88bad06837f5806d206e267e1', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:58:01: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '0dea47e57967bf96feeb06ba80196ed7cafe53ca09a23e247d097a0f', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:58:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fb6781f74afe1a6f7d9bb4d9fa1b9de803cb3b45ef35a4e131a29dd1', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:02: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '86ac6de4eb573f63cf79370d65670bd66a69d71c2e22ca4267ee6ad5', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:03: {'adv_flag': 2, 'def_tx_pwr': 3, 'mac': '528ea4ae9d3440fa1e716e82bfe4bf3779804a6194fa3a874d05f7e9', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a4178fd484f21bab3d74f456532e457f6a6c519d238ae2c366398952', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ce6c7c78905f5558eaa73d9594f15ab0ab1b4ab72cf8c57c8cf10780', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:58:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ce6c7c78905f5558eaa73d9594f15ab0ab1b4ab72cf8c57c8cf10780', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:58:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '15c2e33a4f71d1a9b2583dbbacd40f74c19b491f574aa34ada44a49a', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:58:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '70d8e2f0e6a4610fb60cbcda378bf232a5600279048cae5b948dad0d', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:58:09: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '15c2e33a4f71d1a9b2583dbbacd40f74c19b491f574aa34ada44a49a', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:58:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '70d8e2f0e6a4610fb60cbcda378bf232a5600279048cae5b948dad0d', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:58:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e3ea6cf75e915e457a36502f1762af2b4b4840b2c329c036368f3ba5', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:58:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '41df58f5e6c1e720d79151474c9eec4883d789c2dd1006b7053f8fab', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ce6c7c78905f5558eaa73d9594f15ab0ab1b4ab72cf8c57c8cf10780', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:58:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ee4ebdce9cd310676499faa5c81113f1339d86d2aa6dd4156715a068', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04a3ae923824f874d2aa1edbc833d616f6d2c7eb6587333b4db1b099', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:58:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ee4ebdce9cd310676499faa5c81113f1339d86d2aa6dd4156715a068', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04a3ae923824f874d2aa1edbc833d616f6d2c7eb6587333b4db1b099', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:58:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '41df58f5e6c1e720d79151474c9eec4883d789c2dd1006b7053f8fab', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '61a87f80a79b1689108d98b7515cb8f9c5a1d9071c7bec6ae5587e87', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:58:21: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '3e69c6606e281e626c79802b8a02b0b93c1fba61d790ed6042ab5faf', 'rssi': -84, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 07:58:22: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '8d94d8fb26f3ad04a1da97c71b550dccb8b87b8ce4e15f44f49db5c7', 'rssi': -81, 'name': 'Tb90', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:23: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '8d94d8fb26f3ad04a1da97c71b550dccb8b87b8ce4e15f44f49db5c7', 'rssi': -94, 'name': 'Tb90', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:24: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '86ac6de4eb573f63cf79370d65670bd66a69d71c2e22ca4267ee6ad5', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '555073e714b92dab3d71f0ba2db05a71d413c464588cecfd66922bf3', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:27: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '3e69c6606e281e626c79802b8a02b0b93c1fba61d790ed6042ab5faf', 'rssi': -76, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 07:58:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b88495af16fe5958cff972ae11cd6f64eafe95e74a4a3886d0877162', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:58:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ce6c7c78905f5558eaa73d9594f15ab0ab1b4ab72cf8c57c8cf10780', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:58:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '41df58f5e6c1e720d79151474c9eec4883d789c2dd1006b7053f8fab', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b12bd47a3c9a86ed7004815ba37c445e6e5013e3a57113ebec8ab675', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b12bd47a3c9a86ed7004815ba37c445e6e5013e3a57113ebec8ab675', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:33: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '0dea47e57967bf96feeb06ba80196ed7cafe53ca09a23e247d097a0f', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:58:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '788305be41954259cf174f4010f386de4d0a919177a29078230dbdf1', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '76e71ce4baa2130dab8b79dcafea04e173474b4cd5e98d1ad386d9c2', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '61a87f80a79b1689108d98b7515cb8f9c5a1d9071c7bec6ae5587e87', 'rssi': -55, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:58:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ee4ebdce9cd310676499faa5c81113f1339d86d2aa6dd4156715a068', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b88495af16fe5958cff972ae11cd6f64eafe95e74a4a3886d0877162', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:58:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ce6c7c78905f5558eaa73d9594f15ab0ab1b4ab72cf8c57c8cf10780', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:58:38: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '41df58f5e6c1e720d79151474c9eec4883d789c2dd1006b7053f8fab', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9a4a35acde97e9c0f10ba14a2f1b82f123452362e4f7be16a53968bf', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9a4a35acde97e9c0f10ba14a2f1b82f123452362e4f7be16a53968bf', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9a4a35acde97e9c0f10ba14a2f1b82f123452362e4f7be16a53968bf', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9a4a35acde97e9c0f10ba14a2f1b82f123452362e4f7be16a53968bf', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '971e99c84172f41b11f6e80b61259ad1f01801e15dfb22cc347abf7a', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:58:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8315a4a8bf0039d288f7e58c5b87b9903717374ee345cc8fbd278d27', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b88495af16fe5958cff972ae11cd6f64eafe95e74a4a3886d0877162', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:58:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9d2a20796d56323c7bd419ed9cb419e91a86084ceebbbc765918060d', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9ae39a2bb13cb4c9a9f612460d9f0234326a051d1f1ea01bb1ffd2ea', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:58:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a4178fd484f21bab3d74f456532e457f6a6c519d238ae2c366398952', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '02d0b88c72879f0a73410a5f1f6464e88bad06837f5806d206e267e1', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:58:48: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '3e69c6606e281e626c79802b8a02b0b93c1fba61d790ed6042ab5faf', 'rssi': -92, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 07:58:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c47dc6ffc2dc81c92194aca21f3f09bf399740b5347ae27a2dd281bc', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:58:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04a3ae923824f874d2aa1edbc833d616f6d2c7eb6587333b4db1b099', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
