Testing SD card write operations: 2022-06-26 07:30:17
2022-06-26 07:37:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1f8980d10cca08a71b1b9489cbfca587260995f371c061b767d8d3f7', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:37:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '914e13d25787a38701ca26be09bef40a8adcd4263519a4e41b7e7033', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:44: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'f570953dc72daf9e00b82da5a4d3563e0990f5139dbab8965e1fb78d', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b446da80f54b8d8c1f57d464d32d2ca84d272edc0651883f20704443', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:37:45: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '89a9722a5c30bf5e25fbfc22d2f85f42d7a85e788816695ac965089a', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:37:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a42c23deecfaf63b467e3a33b26713a5c97eae3ca6d61d514c794f2e', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:37:47: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '954a306a09780eb0214e16a2fbf62499bf030f82cc3d09ae40f87b22', 'rssi': -78, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 07:37:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d0862027159fc3aca7e11fac008890ce7e20caf433fa5dfa2ec3764', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:37:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '26fa1e1e01a9530493c8509c949a57f4dee001b0ad790c3f7a8a3f14', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:37:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:50: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '89a9722a5c30bf5e25fbfc22d2f85f42d7a85e788816695ac965089a', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:37:51: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '86ac6de4eb573f63cf79370d65670bd66a69d71c2e22ca4267ee6ad5', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d54c8497868cb645e56806b27e8475bf9145e4dae5b27dbf084421', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:37:52: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '20407330d71f733ed32fb54c2210904a0f678f21721ab25d6de1d077', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:37:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd4ca047edf890ad85e47fbf0cf94be5f5199df12dab19b75cbc8ce59', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9375c804a59d94a6fbf4ac8706ce8b4b5c29dd53e19a941d6165f636', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:37:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '26fa1e1e01a9530493c8509c949a57f4dee001b0ad790c3f7a8a3f14', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:37:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b446da80f54b8d8c1f57d464d32d2ca84d272edc0651883f20704443', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:37:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:37:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a42c23deecfaf63b467e3a33b26713a5c97eae3ca6d61d514c794f2e', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:01: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': 'e40924a118a5b6e20d39f451c67e5acc07e41c2136f0a77bc68a6c3f', 'rssi': -67, 'name': 'LE-M\xe8re Marie', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -14, 'adv_tx_pwr': 3}
2022-06-26 07:38:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2328bf49858c489a09c44ac9261e061b670fbcdb232f39603f45f02f', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '689b1277798f757487a7865385f2996f3bbf5f382ece423feb8373ba', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:04: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '8305af8cb5c36a8f034395f1fd3904202f8ca8045e78a07016b0adfc', 'rssi': -83, 'name': 'Tb90', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '26fa1e1e01a9530493c8509c949a57f4dee001b0ad790c3f7a8a3f14', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:38:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '914e13d25787a38701ca26be09bef40a8adcd4263519a4e41b7e7033', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b446da80f54b8d8c1f57d464d32d2ca84d272edc0651883f20704443', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d54c8497868cb645e56806b27e8475bf9145e4dae5b27dbf084421', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:38:08: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '20407330d71f733ed32fb54c2210904a0f678f21721ab25d6de1d077', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:38:09: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:10: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': 'e40924a118a5b6e20d39f451c67e5acc07e41c2136f0a77bc68a6c3f', 'rssi': -72, 'name': 'LE-M\xe8re Marie', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -14, 'adv_tx_pwr': 3}
2022-06-26 07:38:11: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'cc55e267bc48f544884d5cea17cc22f508891fbceb1516e60f11f20f', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:38:12: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '8305af8cb5c36a8f034395f1fd3904202f8ca8045e78a07016b0adfc', 'rssi': -91, 'name': 'Tb90', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ce2f72fd5371ad8ea5cb8bad70c2e7789e1bb77e054eebe288524ee0', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:38:14: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '8305af8cb5c36a8f034395f1fd3904202f8ca8045e78a07016b0adfc', 'rssi': -87, 'name': 'Tb90', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d54c8497868cb645e56806b27e8475bf9145e4dae5b27dbf084421', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:38:16: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '20407330d71f733ed32fb54c2210904a0f678f21721ab25d6de1d077', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:38:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:18: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '8305af8cb5c36a8f034395f1fd3904202f8ca8045e78a07016b0adfc', 'rssi': -91, 'name': 'Tb90', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:20: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'cc55e267bc48f544884d5cea17cc22f508891fbceb1516e60f11f20f', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:38:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5fb4d96ad1a25adc456dee86d5554fcfb2c1653158dd4d24a3035810', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:22: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '954a306a09780eb0214e16a2fbf62499bf030f82cc3d09ae40f87b22', 'rssi': -87, 'name': 'Tb91', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-06-26 07:38:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '05f994c9ff8a7486d1d75427a410599f137c3cd432bb15266a037235', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:23: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'cc55e267bc48f544884d5cea17cc22f508891fbceb1516e60f11f20f', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-06-26 07:38:24: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a42c23deecfaf63b467e3a33b26713a5c97eae3ca6d61d514c794f2e', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04a3ae923824f874d2aa1edbc833d616f6d2c7eb6587333b4db1b099', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd4ca047edf890ad85e47fbf0cf94be5f5199df12dab19b75cbc8ce59', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2328bf49858c489a09c44ac9261e061b670fbcdb232f39603f45f02f', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '05f994c9ff8a7486d1d75427a410599f137c3cd432bb15266a037235', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '05f994c9ff8a7486d1d75427a410599f137c3cd432bb15266a037235', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d54c8497868cb645e56806b27e8475bf9145e4dae5b27dbf084421', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:38:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d54c8497868cb645e56806b27e8475bf9145e4dae5b27dbf084421', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:38:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d54c8497868cb645e56806b27e8475bf9145e4dae5b27dbf084421', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 3, 'adv_tx_pwr': 3}
2022-06-26 07:38:33: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd4ca047edf890ad85e47fbf0cf94be5f5199df12dab19b75cbc8ce59', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '914e13d25787a38701ca26be09bef40a8adcd4263519a4e41b7e7033', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a42c23deecfaf63b467e3a33b26713a5c97eae3ca6d61d514c794f2e', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7bce7b949155ec06a3651a04225b0c9e69aa075d274e84f29c00383c', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-06-26 07:38:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2328bf49858c489a09c44ac9261e061b670fbcdb232f39603f45f02f', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e1a702ccdda612a6aa85a97ef967821a2b3608a0331dfee488af60af', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:41: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '999632581977b1caadabf550c98fb019ac53f8f946ad6a317995fb06', 'rssi': -68, 'name': 'LE-M\xe8re Marie', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -14, 'adv_tx_pwr': 3}
2022-06-26 07:38:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd4ca047edf890ad85e47fbf0cf94be5f5199df12dab19b75cbc8ce59', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '26fa1e1e01a9530493c8509c949a57f4dee001b0ad790c3f7a8a3f14', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:38:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '74f87ebe00ed3944fee3064bab8c1f65afc10c88898df0ded6e1cd54', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d0862027159fc3aca7e11fac008890ce7e20caf433fa5dfa2ec3764', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-06-26 07:38:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d54c8497868cb645e56806b27e8475bf9145e4dae5b27dbf084421', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d54c8497868cb645e56806b27e8475bf9145e4dae5b27dbf084421', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a42c23deecfaf63b467e3a33b26713a5c97eae3ca6d61d514c794f2e', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b7e2521daacd8d14ab8e81d0b95364946d780507d68a9bb15c2456d6', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-06-26 07:38:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a42c23deecfaf63b467e3a33b26713a5c97eae3ca6d61d514c794f2e', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2328bf49858c489a09c44ac9261e061b670fbcdb232f39603f45f02f', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-06-26 07:38:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b446da80f54b8d8c1f57d464d32d2ca84d272edc0651883f20704443', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
