Testing SD card write operations: 2022-07-06 11:47:15
2022-07-06 12:17:51: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-06 12:17:53: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:17:53: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-71}
2022-07-06 12:17:54: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:17:56: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:17:56: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:17:58: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:17:58: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:17:58: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:18:00: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:18:00: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-79}
2022-07-06 12:18:00: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:18:02: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:18:04: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:06: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:06: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-78}
2022-07-06 12:18:06: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:18:06: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:18:06: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-89}
2022-07-06 12:18:08: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:18:08: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:18:09: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:18:09: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-76}
2022-07-06 12:18:11: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:18:13: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:15: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:18:15: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-79}
2022-07-06 12:18:15: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:18:17: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:17: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:18:17: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:18:19: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:19: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:18:19: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:18:21: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:18:21: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-75}
2022-07-06 12:18:21: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:18:23: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:18:23: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-72}
2022-07-06 12:18:23: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:18:25: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:18:25: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-74}
2022-07-06 12:18:26: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:26: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:18:26: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:18:28: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:28: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:18:30: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:30: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-73}
2022-07-06 12:18:30: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:18:32: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:32: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-73}
2022-07-06 12:18:32: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-79}
2022-07-06 12:18:34: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:18:34: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-75}
2022-07-06 12:18:36: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:18:38: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:38: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:18:40: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:18:41: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:18:41: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-79}
2022-07-06 12:18:41: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:18:41: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:18:43: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:18:43: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-78}
2022-07-06 12:18:43: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:18:43: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-88}
2022-07-06 12:18:45: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:45: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-71}
2022-07-06 12:18:47: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:18:47: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-71}
2022-07-06 12:18:47: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:18:47: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:18:49: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:18:49: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-73}
2022-07-06 12:18:49: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-88}
2022-07-06 12:18:51: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:18:51: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:18:53: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:18:53: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-75}
2022-07-06 12:18:53: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-90}
2022-07-06 12:18:55: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:18:57: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:18:57: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:18:58: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:18:58: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-77}
2022-07-06 12:18:58: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-86}
2022-07-06 12:18:58: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:19:00: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:00: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:19:00: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:19:02: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:19:02: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-76}
2022-07-06 12:19:04: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:19:04: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-77}
2022-07-06 12:19:04: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-77}
2022-07-06 12:19:06: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:19:06: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:19:08: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:08: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:19:08: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:19:08: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-85}
2022-07-06 12:19:10: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:10: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-78}
2022-07-06 12:19:12: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:12: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-76}
2022-07-06 12:19:13: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:19:13: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-06 12:19:15: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:15: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-79}
2022-07-06 12:19:15: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-06 12:19:17: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:19: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:19: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-73}
2022-07-06 12:19:19: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:19:21: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:21: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:19:23: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:19:25: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:25: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-78}
2022-07-06 12:19:25: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:19:25: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-06 12:19:27: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:28: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:19:30: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:19:32: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:32: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:19:34: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:36: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:36: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:19:36: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:19:38: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:40: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:19:42: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:42: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:19:42: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:19:43: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:43: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-06 12:19:45: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:19:45: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-06 12:19:45: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-88}
2022-07-06 12:19:47: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:47: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-74}
2022-07-06 12:19:47: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:19:49: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:49: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:19:49: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:19:51: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:19:51: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-74}
2022-07-06 12:19:51: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-77}
2022-07-06 12:19:53: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:19:53: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-75}
2022-07-06 12:19:53: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 12:19:55: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:19:55: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:19:57: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:57: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:19:59: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:19:59: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:20:00: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:20:02: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:20:02: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-75}
2022-07-06 12:20:02: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:20:04: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:20:04: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-79}
2022-07-06 12:20:04: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:20:04: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-06 12:20:06: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:20:08: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:20:08: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:20:10: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:20:10: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-78}
2022-07-06 12:20:12: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:20:12: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-77}
2022-07-06 12:20:12: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-88}
2022-07-06 12:20:14: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-29}
2022-07-06 12:20:14: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:20:14: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-86}
2022-07-06 12:20:14: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:20:15: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
