Testing SD card write operations: 2022-07-08 08:57:37
2022-07-08 09:03:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a6bd56adfbf24c8ca01257183e690a26f763094b2626021e1dc62a6c', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '618ae36fcae5042211444b5f86aa3b67e3465dcbdb30d91828db4bf2', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:03:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '618ae36fcae5042211444b5f86aa3b67e3465dcbdb30d91828db4bf2', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:03:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:03:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:03:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '618ae36fcae5042211444b5f86aa3b67e3465dcbdb30d91828db4bf2', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:04:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '62fcd3eefd46ca1bf3af90ce84580c50c0eac10b45997c10a2a80bf1', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '62fcd3eefd46ca1bf3af90ce84580c50c0eac10b45997c10a2a80bf1', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:24: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e3eadf8716e58e159c2bff5363dc4bffc3815ec1ef6c0cd43cb306c6', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 09:04:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e3eadf8716e58e159c2bff5363dc4bffc3815ec1ef6c0cd43cb306c6', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 09:04:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a6bd56adfbf24c8ca01257183e690a26f763094b2626021e1dc62a6c', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9682e59055452939f132618eeae299a50445232b21a10ac6f73182d1', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:04:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '0db42c0bdddb58e9f7eb6c53f9af9a0a05c7f10cfc04a508c0b56858', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
