Testing SD card write operations: 2022-07-08 08:57:37
2022-07-08 09:59:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:59:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d7301afa116f8859750e3525b07690c0d5b7ec3a3baf5cb0ee66f91', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:59:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:59:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '29d40dd8924bcf3e99778b43000d2f0720b63374ff95aa53919a1c00', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:59:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9faeaf461f86f688981386cd1c8f9c696a0bc6e62e5be2b8d61fa30b', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 10:00:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d7301afa116f8859750e3525b07690c0d5b7ec3a3baf5cb0ee66f91', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '55614ce3b8a760a9621754fa3b0300423c3c2dce336e4eb416b8917f', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:00:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1f66238cc7bc4ea630f0a1717347721b041665dcd28629c6a628e06d', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '20f47b838504965680d90a869d602742e0a8118d1c3e12f277fed2e8', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:00:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '20f47b838504965680d90a869d602742e0a8118d1c3e12f277fed2e8', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:00:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9faeaf461f86f688981386cd1c8f9c696a0bc6e62e5be2b8d61fa30b', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 10:00:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1f66238cc7bc4ea630f0a1717347721b041665dcd28629c6a628e06d', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1f66238cc7bc4ea630f0a1717347721b041665dcd28629c6a628e06d', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1f66238cc7bc4ea630f0a1717347721b041665dcd28629c6a628e06d', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9ebe50b874046486f093b6183a934137bb227df1b289eaade8fb2b62', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 10:00:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '413482e68792563fab7d61c0d66d3f3cc7f84f5ec12c782f945b6a34', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:22: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:22: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:24: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9faeaf461f86f688981386cd1c8f9c696a0bc6e62e5be2b8d61fa30b', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 10:00:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '55614ce3b8a760a9621754fa3b0300423c3c2dce336e4eb416b8917f', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:00:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:34: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '08613f0b384d2cc95a03e01989da665038b955dc4b9a31d11222a1b7', 'rssi': -83, 'name': 'Cb40', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1f66238cc7bc4ea630f0a1717347721b041665dcd28629c6a628e06d', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:37: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1f66238cc7bc4ea630f0a1717347721b041665dcd28629c6a628e06d', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:38: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '413482e68792563fab7d61c0d66d3f3cc7f84f5ec12c782f945b6a34', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '20f47b838504965680d90a869d602742e0a8118d1c3e12f277fed2e8', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:00:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9faeaf461f86f688981386cd1c8f9c696a0bc6e62e5be2b8d61fa30b', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 10:00:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9faeaf461f86f688981386cd1c8f9c696a0bc6e62e5be2b8d61fa30b', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 10:00:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9faeaf461f86f688981386cd1c8f9c696a0bc6e62e5be2b8d61fa30b', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 10:00:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9ebe50b874046486f093b6183a934137bb227df1b289eaade8fb2b62', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 10:00:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '627ba046296cb72d55e79e0fcd572b8f9a61a423241b3f5e5a00728d', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '20f47b838504965680d90a869d602742e0a8118d1c3e12f277fed2e8', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:00:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9faeaf461f86f688981386cd1c8f9c696a0bc6e62e5be2b8d61fa30b', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 10:00:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '20f47b838504965680d90a869d602742e0a8118d1c3e12f277fed2e8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:00:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a4311d419dabfbd8e7b47b4470d1c6f56a39b5a450c0af99592cc73b', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:00:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:01:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf8e657fb0f39b6478369365d70207e4412549ed02095b4ed143f393', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 10:01:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:01:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dc4f8df9b0ba63efbb077790aa311a0849b1a6fdd5a685ec66eb6fb7', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:01:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dc4f8df9b0ba63efbb077790aa311a0849b1a6fdd5a685ec66eb6fb7', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:01:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'de4a3b4c634df213331db5f5d464ee19d3eb7962fc4b7eb5578d744a', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:01:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:01:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '325ec691fd2fc83a18905d6a86179f9ed97561f1c5d948a5abf42171', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:01:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '13b242c9ecb99f5f298b47557ff964c84781b3474c8c9a326e6e6f59', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:01:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:01:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dc4f8df9b0ba63efbb077790aa311a0849b1a6fdd5a685ec66eb6fb7', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 10:01:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7e69f5020fcc158177d77e05fda50748018ad84c8184376e7d924572', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-08 10:01:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0d4257177020df1c1abb0e0dc131e4af0352370a12aab86ee5068a9c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 10:01:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9faeaf461f86f688981386cd1c8f9c696a0bc6e62e5be2b8d61fa30b', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
