Testing SD card write operations: 2022-05-20 19:55:37
2022-05-20 20:36:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c2c3fdb115e47e9ef0e43b60f084de8ad40a29542ec8c058cf5caa51', 'rssi': -97, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:36:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e694c6cbdeb6925641534ef3554cb5ec8ede17d9e71de7efae512269', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:36:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '2f749c80025f8af2bb364ac33ed02b25440c20749d40e429cfa7b283', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:36:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '619fd9d34f617d0a934f149e2887ee704c577bb5951c87a0350328ac', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:36:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4911e6ec9876a168f2e9f09fda4c5c926d6d7a6072800d324ef85bb6', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:36:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a9c32f2d342af5900d0f95071dc55a28756ff4d263a1e592565b05b7', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-20 20:36:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e694c6cbdeb6925641534ef3554cb5ec8ede17d9e71de7efae512269', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:36:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '2f749c80025f8af2bb364ac33ed02b25440c20749d40e429cfa7b283', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:36:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'db0345627e2df4fc59e66bad8057b854876d121759e04c39f3437d5b', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:36:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '6c1057e372473cf16b0565e9337ba225a3f877d00745a90a40f3cbd8', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:36:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'bcde12ecfbd12ffebf048966335895c601efb823f44dba4fc5e77624', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:36:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '8d220dea4b365f1843935e0cb06dce948627415234b495461b8968c6', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:36:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '28c1215669ede5cf9a70f28afd9e7ce46b55d6fee0c95623f91bee61', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:36:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '01c9700be083676b769373ca7079064923b53eebd2696714e63c3318', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'abe8460791dbf807d50f2f0fc41b8a82d80f352373e54c0e9afbbdc2', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5a90aa73e3f01110c449be90a21b72b40cca6cb85d79a66661cd9bcc', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '539fb25a84a503740eb60575bbbaa2d6033b80dffbc165d5ece8c96f', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '0afb1ff56bffaf54666a7a997605f6786eee83d448dccc1246df4557', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '34956706a81e4ccb0b7ff1955e6fadd24f25f183543e4d4c53538252', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3d89519d976ed002d4a325165ce6b59d952d1f564e9297dd245c308d', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '45d64fd86df5d9517625a5072957d366f91d2c9718039c0581fd570a', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-20 20:37:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd8c24f6749f1dead50bc5f80109073c87b6c8b8a4b6175aa50b73e31', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9dbbd1d82c659bedc088dd9adf164e310df480ec2ac1a869462f85ec', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '45d64fd86df5d9517625a5072957d366f91d2c9718039c0581fd570a', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-20 20:37:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '34956706a81e4ccb0b7ff1955e6fadd24f25f183543e4d4c53538252', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '45d64fd86df5d9517625a5072957d366f91d2c9718039c0581fd570a', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-20 20:37:09: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3c8ec8122ffeb1d35a21aa8c20320582b84edc019183c7ee5c67b16a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '0db461c0d37fe0f52d2a15f5dedb938ce9d706e9051869c6771ce5c2', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3801bf6990b69c1fcfd08c18b19190b3c61f48eff5ed6eadc63b4727', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '86e2e26503e5e11879cea18da4b8ab7338339d62dc37b667b894eb2f', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:37:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'bb833978d2ef96124c71fe91a8decfff55aa575a87c91c31ebd20609', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3801bf6990b69c1fcfd08c18b19190b3c61f48eff5ed6eadc63b4727', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10f83eacbfdc51241204fa2d0d7cbe6b1531aa6c6f530b340e8ed7bb', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0c8f0576e68b664a32f99ebb64dc6f56288bf036db5bb88938f626df', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e694c6cbdeb6925641534ef3554cb5ec8ede17d9e71de7efae512269', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3801bf6990b69c1fcfd08c18b19190b3c61f48eff5ed6eadc63b4727', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0c8f0576e68b664a32f99ebb64dc6f56288bf036db5bb88938f626df', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0faa4f11856eb328078999cf4ca05a4e3f4cb59af0bc100f50eb5382', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-20 20:37:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e694c6cbdeb6925641534ef3554cb5ec8ede17d9e71de7efae512269', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '504bd300590ae609db9cdd456cce88fe971bfdd009fea2bec4be5f0a', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e694c6cbdeb6925641534ef3554cb5ec8ede17d9e71de7efae512269', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e694c6cbdeb6925641534ef3554cb5ec8ede17d9e71de7efae512269', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c87f2b34074dc99e2244ce943e7864e506d60e684f6352ece4c7ee7e', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'bb833978d2ef96124c71fe91a8decfff55aa575a87c91c31ebd20609', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:24: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'bd9c9a31ec667bed73ad9d674e0f5ff2875d8c7529e120865f45d63d', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '54da21d5cb391bfa060e3b35e3a8be0f09659cbf4f6e2ec9cdebc9ab', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:37:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1186904ebb48d965042dc032aecaf4a8edcc26a05691184b9a34daef', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '40f68a794f4df6eb4eff23d9798174b5f44adf8c770a1d033dc3956f', 'rssi': -97, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-20 20:37:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c87f2b34074dc99e2244ce943e7864e506d60e684f6352ece4c7ee7e', 'rssi': -99, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'bd9c9a31ec667bed73ad9d674e0f5ff2875d8c7529e120865f45d63d', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1186904ebb48d965042dc032aecaf4a8edcc26a05691184b9a34daef', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '16b5959bed3d89ad1c720620f0f82710ad8d9d0c8a45efe069c7f522', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '54da21d5cb391bfa060e3b35e3a8be0f09659cbf4f6e2ec9cdebc9ab', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:37:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '236cae66fc5ba7dbbbd588d00a8d27e87ff9662083bdcc7c7b5ddd98', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'bd9c9a31ec667bed73ad9d674e0f5ff2875d8c7529e120865f45d63d', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f35a328c30cd6a8fd36da07862c80ae07415f64473af4d8bc4932cca', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f35a328c30cd6a8fd36da07862c80ae07415f64473af4d8bc4932cca', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '16b5959bed3d89ad1c720620f0f82710ad8d9d0c8a45efe069c7f522', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '16b5959bed3d89ad1c720620f0f82710ad8d9d0c8a45efe069c7f522', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '54da21d5cb391bfa060e3b35e3a8be0f09659cbf4f6e2ec9cdebc9ab', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:37:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '16b5959bed3d89ad1c720620f0f82710ad8d9d0c8a45efe069c7f522', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '16b5959bed3d89ad1c720620f0f82710ad8d9d0c8a45efe069c7f522', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'af5d5bc10f4c2d75f10860223fdc9c312a65682bd4e169194453095d', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:37:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '16b5959bed3d89ad1c720620f0f82710ad8d9d0c8a45efe069c7f522', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9ed44f4d16cc7eff0d44bff4f91448334dc2e61ea438e9e44d1f1aa5', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:40: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'c5ca3a40bbf578a1dcbd0c0711dca7d3cfaedc8c431cfa8d3538794c', 'rssi': -91, 'name': 'Pb319', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9b22aaaff7f507cf54bd6f562e912923066428df3142c82bfd0a12bd', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '53b05e1afb61a6ded439b2c801b2289eb6958b4fa3803af439701c16', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '598d16c092b4dd3fc21ff3eb9550a4982b7e438aad0e9ec8303bb3f5', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '16b5959bed3d89ad1c720620f0f82710ad8d9d0c8a45efe069c7f522', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bbabcd02960cf2f9d2902d704e130ecfd53b8c032fa577b862006b87', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '132caadf88d977cbaf6c5ec68e3c84a5be7fadb26ff46755368e3bc3', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3dc8cf7b869f7b1b896bac45a39344acf32e007bb7780c699530b2cc', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '712a6efb7bPb31861dc52da55a21e0097aa55aaa77c14e9afeb7cbbd1e', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:37:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ea2ab1b3f69b185ec72f799d89ca59f471f474229f5c30a6e8d637d4', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:37:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '0afb1ff56bffaf54666a7a997605f6786eee83d448dccc1246df4557', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '18574a56113bff805cf28139aa6baf61297c38ace52e5aac649cd7e3', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '53b05e1afb61a6ded439b2c801b2289eb6958b4fa3803af439701c16', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '54da21d5cb391bfa060e3b35e3a8be0f09659cbf4f6e2ec9cdebc9ab', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:37:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '6beff46b05c99a89d47d197b78c5b6b3f0a7e2ce24928d66c714ebf8', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bbabcd02960cf2f9d2902d704e130ecfd53b8c032fa577b862006b87', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:53: {'adv_flag': 5, 'def_tx_pwr': 3, 'mac': 'b629018548a32841eb3c79a025c0f53b611b3a6155e365b80e0994b4', 'rssi': -86, 'name': 'Pb320', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:54: {'adv_flag': 5, 'def_tx_pwr': 3, 'mac': 'b629018548a32841eb3c79a025c0f53b611b3a6155e365b80e0994b4', 'rssi': -92, 'name': 'Pb320', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '16b5959bed3d89ad1c720620f0f82710ad8d9d0c8a45efe069c7f522', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f35a328c30cd6a8fd36da07862c80ae07415f64473af4d8bc4932cca', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:37:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '268724ecbebc3e50819964df394a55a0571797e0a617f7ebf10954ac', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '10628cf62f2911a60a4eb234c807b4f0855b1a5e7076ad22ad15ad42', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8067c4afa616b3038b83106b26b0251f5c627237be81dbd013614180', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1fefae6b11a380da93816fb404edeb781b14f37077ee5290ed11c7f6', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:37:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '598d16c092b4dd3fc21ff3eb9550a4982b7e438aad0e9ec8303bb3f5', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:38:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '23db5fbc07498820ab3231eca128a8eab41892b2fb66c9b9329b8d3f', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
