Testing SD card write operations: 2022-05-20 19:55:37
2022-05-20 20:01:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a2b51b8c4f6f0b08a9808aff9bd02ded06ba1ea97b86616df0b3fa60', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:01:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '37e07e24a10703df2a2942e66a70f884c0c547c4df4de8eef10f1758', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27dc5c08934024d75d852f146d5d23e57fd433aba2cdbe6c82cfdf19', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '37e07e24a10703df2a2942e66a70f884c0c547c4df4de8eef10f1758', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd6a1eadef0b31dddfae6f0e1356086f2e6bd25be50d5b2f7437fd77e', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27dc5c08934024d75d852f146d5d23e57fd433aba2cdbe6c82cfdf19', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a1999596c7ecc9cea515cb2c2ad74fe467bc1e606dc7409dad71fc8e', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bd98584403d4f960265e8e90847bf9b122c13bd5228896775c7aa14d', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:01:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e2ad2c1fd4aafdf6ad6d96c1386477a0789aa7306096a10ce1a62c39', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '29e3650baeab8fa3cabb4584293bbaa3bef0d88f0d4936469b1a95bf', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-20 20:01:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27dc5c08934024d75d852f146d5d23e57fd433aba2cdbe6c82cfdf19', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9c39bfda479b4bdc91d7ce196a3ba8d7aa01b94192e8ffea89bea9d4', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:01:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '14a1798b4c33e7f8636bed8444ac850a9ed419f0020eb05979d617fb', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '8943dcc3799fed482b7b62ff4eb6fe73c5684e0c532b0559daba5f74', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3849673c80102b719948ef7d71befd612e01d6cdc04a288e46c8a624', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '29e3650baeab8fa3cabb4584293bbaa3bef0d88f0d4936469b1a95bf', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-20 20:01:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8b2951237e40810cc2905ab5c7ca781143330f57c63c335f2f25c1cd', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27dc5c08934024d75d852f146d5d23e57fd433aba2cdbe6c82cfdf19', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27dc5c08934024d75d852f146d5d23e57fd433aba2cdbe6c82cfdf19', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8d3a795eebda18d9cadb4258d2575d69ea0bf18e72716f0ef5938ac', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:33: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8b2951237e40810cc2905ab5c7ca781143330f57c63c335f2f25c1cd', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fa173f3a0269b19f76245ff40d03fd8db34da9d0535becda38a859ff', 'rssi': -96, 'name': 'Pb32', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27dc5c08934024d75d852f146d5d23e57fd433aba2cdbe6c82cfdf19', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8d3a795eebda18d9cadb4258d2575d69ea0bf18e72716f0ef5938ac', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ca1ed04694a4317aeb97a35be79a192df53cebfaaa581b724538c666', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8d3a795eebda18d9cadb4258d2575d69ea0bf18e72716f0ef5938ac', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:38: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fa173f3a0269b19f76245ff40d03fd8db34da9d0535becda38a859ff', 'rssi': -90, 'name': 'Pb32', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27dc5c08934024d75d852f146d5d23e57fd433aba2cdbe6c82cfdf19', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '27dc5c08934024d75d852f146d5d23e57fd433aba2cdbe6c82cfdf19', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a59b2d4d22333227b87f08ebba55ab4eb9db79924b7cd1125a87fc80', 'rssi': -96, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8d3a795eebda18d9cadb4258d2575d69ea0bf18e72716f0ef5938ac', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6e2cbca526234638bfed8a276f80ad2dae650eb7306be510749773e2', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:01:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fa173f3a0269b19f76245ff40d03fd8db34da9d0535becda38a859ff', 'rssi': -90, 'name': 'Pb32', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6a77620268c0f9dc9d2f69d7d641ee6ea2b13fea338a1913df3ed7bc', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:01:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '90eff2a0bd05d4a92b658f5e37d8d6478782244b8fe3a1ff54365af9', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:01:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8d3a795eebda18d9cadb4258d2575d69ea0bf18e72716f0ef5938ac', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bcce7a2d5ba9fffc9e0d72d92cb4753780642898580a06348a35b7ad', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f57c57fbb6ac1c16751d4b8746d88b2a0240e642ffa4a6828b3e8ef', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:01:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c29c33ce789731cf3c84d77ed9496b84a7c8fb4a13c6f14f47e76498', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c29c33ce789731cf3c84d77ed9496b84a7c8fb4a13c6f14f47e76498', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ff5855f7edd8911a3159eeb1feec6b7384bba8f5d0f34c98a93499eb', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3dfdac39440cccbb4e4f5698cf07dfb48ee52c4b0ca3d8c9b28b2afa', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3dfdac39440cccbb4e4f5698cf07dfb48ee52c4b0ca3d8c9b28b2afa', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fa173f3a0269b19f76245ff40d03fd8db34da9d0535becda38a859ff', 'rssi': -96, 'name': 'Pb32', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c29c33ce789731cf3c84d77ed9496b84a7c8fb4a13c6f14f47e76498', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83a2519ed2394e184a72236bb8e7183614b549bef6d8586a5689e920', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57a798b1e2e52d70289af506f22148499031c1ed2fbce9e35d20ce42', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c29c33ce789731cf3c84d77ed9496b84a7c8fb4a13c6f14f47e76498', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e8f3e297fa6851dde7f3ea84ffb73cf9724ea5712a1ae81be88dad4b', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:01:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:01:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8d3a795eebda18d9cadb4258d2575d69ea0bf18e72716f0ef5938ac', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:02:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fa173f3a0269b19f76245ff40d03fd8db34da9d0535becda38a859ff', 'rssi': -87, 'name': 'Pb32', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8549de5602ac4693c41e8600fe1de1a8c190276297f52dbb01998c2f', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -53, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0a4ca8cce37022074600d40a23da9d2c861b9878f21dfb33c9380b67', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8e7fd864b3ae2a9571e2a681cd1a205be66857ecba4dd89bc9eb6c33', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1cafa48466fe6df588a0459aad6f4ba41b3721abcea32f82d3b6f6ea', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ab45aed151e80094de0d28a1b32556a925177cb85b82b424f643a2a5', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fa173f3a0269b19f76245ff40d03fd8db34da9d0535becda38a859ff', 'rssi': -95, 'name': 'Pb32', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fa41924aaef56f9bb7742619f03e235dde435cb9abc25bdf0bb74073', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8b2951237e40810cc2905ab5c7ca781143330f57c63c335f2f25c1cd', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:08: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1cafa48466fe6df588a0459aad6f4ba41b3721abcea32f82d3b6f6ea', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '43cac56c90cc5df5da337c83d213ad53e426a4e9d3b39c6f45354d03', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-20 20:02:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -61, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8b2951237e40810cc2905ab5c7ca781143330f57c63c335f2f25c1cd', 'rssi': -61, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '33f8e25167d7b1c9b511de3690bcf24e4e0e6830c5be6364c6cac432', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7bf742a448c307d8f7ffaab9e226f8b2ba4223b680e5145576db4808', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd60a8fa77b409f63373c4ad152e8c90fad58b109815a0fe703e15e44', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8b2951237e40810cc2905ab5c7ca781143330f57c63c335f2f25c1cd', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '54e419bd5275ed5d7c8d5dc72f7cc9adf278680f2da9492e0905062f', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '27f3d05393f8f6f3b3c8264e0f17f08b6d1330099aa446d01c09666e', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -54, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c42dbf08e335112956d174ac4fc9bf07953f6860d936b9c059fbbf91', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fcbf1bc22162de3b0691f61cd7af00afc05a37c35eba1d1e7f225650', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -57, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8b2951237e40810cc2905ab5c7ca781143330f57c63c335f2f25c1cd', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a72a099e13b3b031f2a5255d838924dc31aeb2a20829f2a87db99a53', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '54c4d4bddcd420ec9edb5315cd4e2c8ba1fe539b8f04beec67b17b74', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5520323ccf8c550de9c70a585d5ebd2b0d208a099d0d621af4c932c2', 'rssi': -53, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:24: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b5d8e65c965d5c14f516ff59c640d92dc8e2779b6fc93c989a10db76', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8b2951237e40810cc2905ab5c7ca781143330f57c63c335f2f25c1cd', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4db97c266986e692a73fbe7bfd1dba717a6d58f6ccaf8b2129014ea6', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-20 20:02:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '09eba7520ac05cdc8cd7ae69ba37d4e7b47d0d061fd406c5fcafb0bd', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:27: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'e04e001625e6244a7868515d98473fd4d16e48ff1849964bd07bbe45', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-20 20:02:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a72a099e13b3b031f2a5255d838924dc31aeb2a20829f2a87db99a53', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-20 20:02:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1896961c3dee5f8fbe82a78436def1c0ab54e6a66aab2d8eab5deb3b', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
