Time,spreading_factor,data,frequency,bandwidth,rx_timestamp,rssi,snr,sfrx,sftx,tx_trials,tx_power,tx_time_on_air,tx_counter,tx_frequency
07:57:15,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:17,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:18,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:20,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:22,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:24,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:26,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:27,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
07:57:29,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
07:57:31,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
07:57:33,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
07:57:35,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:36,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:38,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:40,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:42,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:44,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:45,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:47,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:49,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:51,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:53,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
07:57:54,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
07:57:56,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
07:57:58,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:00,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:02,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:03,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:05,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:07,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:09,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:11,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:12,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:14,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:16,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:18,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:20,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:21,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:23,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:25,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:27,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:29,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:30,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:32,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:34,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:36,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:38,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:39,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:41,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:43,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:45,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:47,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:48,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:50,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:52,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:54,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
07:58:56,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:57,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
07:58:59,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:01,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:03,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:05,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:06,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:08,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:10,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:12,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:14,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:15,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
07:59:17,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
07:59:19,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
07:59:21,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
07:59:23,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:24,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:26,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:28,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:30,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:32,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:33,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:35,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:37,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:39,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:41,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:42,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
07:59:44,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
07:59:46,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
07:59:48,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
07:59:50,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:51,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:53,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:55,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:57,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
07:59:59,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:00,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:02,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:04,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:06,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:08,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:09,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:00:11,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:00:13,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:00:15,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:00:17,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:18,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:20,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:22,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:24,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:26,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:27,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:29,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:31,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:33,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:35,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:36,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:00:38,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:00:40,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:00:42,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:00:44,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:45,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:47,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:49,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:51,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:53,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:54,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:56,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:00:58,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:00,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:02,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:03,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:05,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:07,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:09,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:11,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:12,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:14,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:16,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:18,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:20,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:21,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:23,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:25,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:27,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:29,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:30,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:32,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:34,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:36,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:38,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:39,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:41,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:43,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:45,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:47,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:48,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:50,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:52,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:54,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:56,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:01:57,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:01:59,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:01,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:03,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:05,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:06,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:08,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:10,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:12,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:14,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:15,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:17,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:19,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:21,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:23,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:24,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:26,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:28,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:30,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:32,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:33,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:35,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:37,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:39,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:41,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:42,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:44,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:46,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:48,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:50,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:02:51,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:53,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:55,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:57,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:02:59,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:00,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:02,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:04,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:06,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:08,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:09,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:11,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:13,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:15,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:17,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:18,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:03:20,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:03:22,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:03:24,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:03:26,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:27,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:29,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:31,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:33,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:35,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:36,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:38,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:40,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:42,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:44,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:45,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:03:47,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:03:49,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:03:51,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:03:53,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:54,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:56,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:03:58,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:00,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:02,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:03,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:05,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:07,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:09,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:11,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:12,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:04:14,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:04:16,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:04:18,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:04:20,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:21,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:23,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:25,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:27,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:29,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:30,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:32,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:34,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:36,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:38,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:39,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:04:41,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:04:43,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:04:45,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:04:47,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:48,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:50,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:52,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:54,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:56,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:57,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:04:59,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:01,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:03,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:05,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:06,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:05:08,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:05:10,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:05:12,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:05:14,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:15,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:17,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:19,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:21,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:23,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:24,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:26,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:28,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:30,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:32,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:33,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:05:35,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:05:37,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:05:39,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:05:41,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:42,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:44,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:46,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:48,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:50,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:51,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:53,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:55,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:57,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:05:59,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:00,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:06:02,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:06:04,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:06:06,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:06:08,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:09,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:11,7,b'',866400000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:13,7,b'',866600000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:15,7,b'',863000000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:17,7,b'',864000000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:18,7,b'',865000000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:20,7,b'',866000000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:22,7,b'',867000000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:24,7,b'',868000000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:26,7,b'',869000000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:27,7,b'',864862500,0,0,0,0.0,0,0,0,14,0,0,0
08:06:29,7,b'',865062500,0,0,0,0.0,0,0,0,14,0,0,0
08:06:31,7,b'',865402500,0,0,0,0.0,0,0,0,14,0,0,0
08:06:33,7,b'',865602500,0,0,0,0.0,0,0,0,14,0,0,0
08:06:35,7,b'',865985000,0,0,0,0.0,0,0,0,14,0,0,0
08:06:36,7,b'',866200000,0,0,0,0.0,0,0,0,14,0,0,0
