Testing SD card write operations: 2022-05-31 10:36:59
2022-05-31 10:43:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5d27bb5a1c6b94fab2f0c7ef6159a38905da3eb3f4f544374500157e', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dae30454b7b3f6628e0ac258588def1bfa6a48d4e2709273043508a2', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '963ee7d5ee23d1145c0df0fec171e73b0f6036cb7d32bf9212b9f7de', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:43:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b84a8f240389787e1e197d0b1d02f8f8077313d930283d1c39657d05', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dae30454b7b3f6628e0ac258588def1bfa6a48d4e2709273043508a2', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ec03806b2f94a06027b7c08d604ee070eaf6068e1cc1cf025a80b7e2', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b2a75518fa7f7d78193cb73ca1813d606b2068754129417b0379efb6', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ad06ff9c860f40d6a02ae78949408cef02041cef2c7d424f9b27781a', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6a71048c403476a26baffabe93faf0c230e41115943acc264abbcff', 'rssi': -99, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:43:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b84a8f240389787e1e197d0b1d02f8f8077313d930283d1c39657d05', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '21457ba9b6f47a5dbe51012f0c35ac466c611c635fa6a1c206e251ee', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-31 10:43:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3a1293644a0718ce67f2530a748e1fc1d6007456a442ab382ae4fd4d', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ec03806b2f94a06027b7c08d604ee070eaf6068e1cc1cf025a80b7e2', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dae30454b7b3f6628e0ac258588def1bfa6a48d4e2709273043508a2', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3a1293644a0718ce67f2530a748e1fc1d6007456a442ab382ae4fd4d', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ec03806b2f94a06027b7c08d604ee070eaf6068e1cc1cf025a80b7e2', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5e3a9a35157e496a84ccb77da110ab515c0dc0ef81cf82f2bf79c612', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:43:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a342e872409cb085f38ede7f61522e82b111d437feddd6c0d01f258c', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '963ee7d5ee23d1145c0df0fec171e73b0f6036cb7d32bf9212b9f7de', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:43:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ec03806b2f94a06027b7c08d604ee070eaf6068e1cc1cf025a80b7e2', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'af01c8af753631823d914013ed576ba1a4723fbebaa2cdf54e437619', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 10:43:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8014ffc0ca40a258b0bca5072b921ab9cec01109987674c8e6316ee', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:43:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd0daeda9b730f98eab2e81e40622e5a3552cf38a57a8c3e923144185', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:43:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cac919ac9bfdcd369e5b109756a1e9bb08d039215380ef16c7b702c5', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-31 10:43:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'eb5d07253bd50a9e5f7c7d5e3041daef92e544d38060f1566aa88912', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:43:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'eb5d07253bd50a9e5f7c7d5e3041daef92e544d38060f1566aa88912', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:43:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '21457ba9b6f47a5dbe51012f0c35ac466c611c635fa6a1c206e251ee', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-31 10:43:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cd3875cb19bf126f46e0bdff4247ebecc6a7e7b4db28ff0c6a969691', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5e3a9a35157e496a84ccb77da110ab515c0dc0ef81cf82f2bf79c612', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:43:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'cd19f6194ad0007e3af42253586b34809c1eab71c2cbbe570d96a7f8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b84a8f240389787e1e197d0b1d02f8f8077313d930283d1c39657d05', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cac919ac9bfdcd369e5b109756a1e9bb08d039215380ef16c7b702c5', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-31 10:43:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a961af1cdcb33088a70bea2a8c9843e23b13df93707a7441a32511b9', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 10:43:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8d12dc2e77a29cd01ac18436ee5979aeb31e93d3e389a5e899dd43c8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5bcfb6b7b2d66551514876f617a97fb5670ad2f9be732b317dc17586', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8966189b01f98ed37e3ff29781375cfc8aef746830d5bade06e0cf82', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ec03806b2f94a06027b7c08d604ee070eaf6068e1cc1cf025a80b7e2', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a342e872409cb085f38ede7f61522e82b111d437feddd6c0d01f258c', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dcb0dfe68ca28cacd691c2f552ffeb2d5c87d1648e455cd9014b0748', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 10:43:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cac919ac9bfdcd369e5b109756a1e9bb08d039215380ef16c7b702c5', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-31 10:43:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8d12dc2e77a29cd01ac18436ee5979aeb31e93d3e389a5e899dd43c8', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '963ee7d5ee23d1145c0df0fec171e73b0f6036cb7d32bf9212b9f7de', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:43:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9878d506452523a7f9052bf1a3c3e5a5dfb379f2647a45c231bfd999', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a9c9ecf098af57801a7650b494b7d09a1281f0c76e5097170a5480d2', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dae30454b7b3f6628e0ac258588def1bfa6a48d4e2709273043508a2', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:43:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ffc27de5f180b7c6345faf5346c263f88ffdab25330fcdec929dd8cc', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:55: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'c7f65022f3165a42d9e700c8ec153d64bc8f215c0d71f7b8ba6276f3', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bf62b5bd75f749ce2d1a95eb694a91b9189c1494dab7d44eb2128b0f', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-31 10:43:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '21457ba9b6f47a5dbe51012f0c35ac466c611c635fa6a1c206e251ee', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-31 10:43:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '55ef368ba93761b076073d928edb4ce89109f15101cab6ae69c7c27c', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:43:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c3b16993e3e12d85d45e6b86efc327c085cd74420b99cbc2e2dbc59e', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-31 10:43:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ffc27de5f180b7c6345faf5346c263f88ffdab25330fcdec929dd8cc', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '093e13e130ceb53ba29be20c321a77306f0835087f7f9f79a5208eb0', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 2, 'adv_tx_pwr': 3}
2022-05-31 10:44:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ade0781147696d3c3038bc6d79bacb7e913fe2c683c75308b3abc629', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:44:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b2a75518fa7f7d78193cb73ca1813d606b2068754129417b0379efb6', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a342e872409cb085f38ede7f61522e82b111d437feddd6c0d01f258c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ddbcf76bbd0633c0c06ee930beee45f8e9a45026dbdcdf76880d451', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:44:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '963ee7d5ee23d1145c0df0fec171e73b0f6036cb7d32bf9212b9f7de', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:44:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c92745e5e79de1991e3762d52f0063f739128e2445764c554a70ad95', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:44:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b2a75518fa7f7d78193cb73ca1813d606b2068754129417b0379efb6', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6f56d374219c49b30c96048fdcf128ba2af3b1e17afdef5cde2e6efb', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:44:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cd3875cb19bf126f46e0bdff4247ebecc6a7e7b4db28ff0c6a969691', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:08: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ffc27de5f180b7c6345faf5346c263f88ffdab25330fcdec929dd8cc', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:09: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'c7f65022f3165a42d9e700c8ec153d64bc8f215c0d71f7b8ba6276f3', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8014ffc0ca40a258b0bca5072b921ab9cec01109987674c8e6316ee', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:44:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8d12dc2e77a29cd01ac18436ee5979aeb31e93d3e389a5e899dd43c8', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b84a8f240389787e1e197d0b1d02f8f8077313d930283d1c39657d05', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ade0781147696d3c3038bc6d79bacb7e913fe2c683c75308b3abc629', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:44:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dcb0dfe68ca28cacd691c2f552ffeb2d5c87d1648e455cd9014b0748', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 10:44:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '841a65553b05de13b1913846a5e42374b01d3417028c926875bd2f49', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cd3875cb19bf126f46e0bdff4247ebecc6a7e7b4db28ff0c6a969691', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ffc27de5f180b7c6345faf5346c263f88ffdab25330fcdec929dd8cc', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ffc27de5f180b7c6345faf5346c263f88ffdab25330fcdec929dd8cc', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5d27bb5a1c6b94fab2f0c7ef6159a38905da3eb3f4f544374500157e', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a9c9ecf098af57801a7650b494b7d09a1281f0c76e5097170a5480d2', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8d12dc2e77a29cd01ac18436ee5979aeb31e93d3e389a5e899dd43c8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b2a75518fa7f7d78193cb73ca1813d606b2068754129417b0379efb6', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b84a8f240389787e1e197d0b1d02f8f8077313d930283d1c39657d05', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c3db2fd2aa5b5a7414ee55234894d83ca3e5abaa7e0d4042a5299363', 'rssi': -60, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b2a75518fa7f7d78193cb73ca1813d606b2068754129417b0379efb6', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dcb0dfe68ca28cacd691c2f552ffeb2d5c87d1648e455cd9014b0748', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 10:44:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cd3875cb19bf126f46e0bdff4247ebecc6a7e7b4db28ff0c6a969691', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:44:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8d12dc2e77a29cd01ac18436ee5979aeb31e93d3e389a5e899dd43c8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
