Testing SD card write operations: 2022-05-31 10:36:59
2022-05-31 10:48:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ade0781147696d3c3038bc6d79bacb7e913fe2c683c75308b3abc629', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a906a08f8566f07b07a1bc0ee0ab5b58e5369879b73f39752d041aaf', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a342e872409cb085f38ede7f61522e82b111d437feddd6c0d01f258c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ac5e88fd6f27848d5864130af32c6c6c861235d772151239f5e1360d', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7e4ca71891345b69f69c2eb051573e305a331b9486f2c31ada39a38c', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:48:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b84a8f240389787e1e197d0b1d02f8f8077313d930283d1c39657d05', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '62f761352e88dab72ce065d44323f8f30c93c7de88b60a0a73247816', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ed6f4141c4717d55381b0d14e9c64e8215d800e647d86107d1a63b96', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a906a08f8566f07b07a1bc0ee0ab5b58e5369879b73f39752d041aaf', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0b460a957446d9b3629f9d17ec949b98e69a8e2fe33afd934dc77981', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7e4ca71891345b69f69c2eb051573e305a331b9486f2c31ada39a38c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:48:37: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b2a75518fa7f7d78193cb73ca1813d606b2068754129417b0379efb6', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '396c2ba0650ff0a4cecaeb1b9f0a316e3fd4b6f4d0d295d0732c91eb', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cd3875cb19bf126f46e0bdff4247ebecc6a7e7b4db28ff0c6a969691', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a38ff20c90dc0bcafa299e533851d578c1d81c3f17a9145d6ba080ee', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '841a65553b05de13b1913846a5e42374b01d3417028c926875bd2f49', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '841a65553b05de13b1913846a5e42374b01d3417028c926875bd2f49', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0b460a957446d9b3629f9d17ec949b98e69a8e2fe33afd934dc77981', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e91e9559f45d87f9597f4135042ece82a44bb1b9c1446e3cbdd2950e', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '59ef5647dba29d70fe98f5810342b19d93173e46fb9a67e38d80a621', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e50bf40f0c68dd8c4e6d9aaff264ec79b85bbd6672d984423f89af23', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e50bf40f0c68dd8c4e6d9aaff264ec79b85bbd6672d984423f89af23', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '6bc6752eef17a43c8b9f905d2388f0ee8951ccbcfe7a57b15446406d', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c797b229c67f65bf8776b55f78381d5b66f7c38125d00e34a7a0cafe', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '21457ba9b6f47a5dbe51012f0c35ac466c611c635fa6a1c206e251ee', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-31 10:48:53: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '3a30e2fb125970bf49ed72b2b42428a01a4b46c4945e5acb5f734f0e', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd9476be3be0130b7701d05e0a8b524c7c5a6b62f686b9ffca84b1426', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '86696af0ef7ad608892a6deca9e0bcf21be7dea0bf8f20f9d3bff897', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '86696af0ef7ad608892a6deca9e0bcf21be7dea0bf8f20f9d3bff897', 'rssi': -59, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0b460a957446d9b3629f9d17ec949b98e69a8e2fe33afd934dc77981', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:48:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd9476be3be0130b7701d05e0a8b524c7c5a6b62f686b9ffca84b1426', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:57: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '3a30e2fb125970bf49ed72b2b42428a01a4b46c4945e5acb5f734f0e', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '86edd1d86626f320c8f1ce0e865e1994250c1fd275c4c1e9d9da252d', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9ad13e702aa107623286b6a1461e83c63c33bc980d6b596f892b7c90', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:48:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd9476be3be0130b7701d05e0a8b524c7c5a6b62f686b9ffca84b1426', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ad3cad7ba8abffec4b991e82ead039cfe0c68d4cd502aa136abd643c', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd0daeda9b730f98eab2e81e40622e5a3552cf38a57a8c3e923144185', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ddbcf76bbd0633c0c06ee930beee45f8e9a45026dbdcdf76880d451', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:49:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b84a8f240389787e1e197d0b1d02f8f8077313d930283d1c39657d05', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '21457ba9b6f47a5dbe51012f0c35ac466c611c635fa6a1c206e251ee', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-31 10:49:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a3f43441433c4cc80782ccf0a81ee0e6e6d89cc56efbd14a39c2480d', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '6bc6752eef17a43c8b9f905d2388f0ee8951ccbcfe7a57b15446406d', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0b460a957446d9b3629f9d17ec949b98e69a8e2fe33afd934dc77981', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '396c2ba0650ff0a4cecaeb1b9f0a316e3fd4b6f4d0d295d0732c91eb', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ade0781147696d3c3038bc6d79bacb7e913fe2c683c75308b3abc629', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0abd49d6202ee5d426cf21cb9d1de2e55c684c2499d340ac771ea9bd', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b84a8f240389787e1e197d0b1d02f8f8077313d930283d1c39657d05', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '841a65553b05de13b1913846a5e42374b01d3417028c926875bd2f49', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0b460a957446d9b3629f9d17ec949b98e69a8e2fe33afd934dc77981', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:17: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'c7f65022f3165a42d9e700c8ec153d64bc8f215c0d71f7b8ba6276f3', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a3f43441433c4cc80782ccf0a81ee0e6e6d89cc56efbd14a39c2480d', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dcb0dfe68ca28cacd691c2f552ffeb2d5c87d1648e455cd9014b0748', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 10:49:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a906a08f8566f07b07a1bc0ee0ab5b58e5369879b73f39752d041aaf', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:22: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8d12dc2e77a29cd01ac18436ee5979aeb31e93d3e389a5e899dd43c8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:24: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd9476be3be0130b7701d05e0a8b524c7c5a6b62f686b9ffca84b1426', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c797b229c67f65bf8776b55f78381d5b66f7c38125d00e34a7a0cafe', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5cf703a0bf256265724d89c3981c3b13bef311beae5e94726824e060', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3436b7d547802abc9d2ca9608896b36a779f0e39f49597d809b3f66d', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 10:49:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '841a65553b05de13b1913846a5e42374b01d3417028c926875bd2f49', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7488af9dd5b7dc9e1dfaf2e0bae1219370af5ac2c41ca2a9c6ecf0a1', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:49:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7488af9dd5b7dc9e1dfaf2e0bae1219370af5ac2c41ca2a9c6ecf0a1', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 10:49:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d5edd5a8e060ac332cb8eeae3acf3b33c43d4fa557d4c584cbbac90', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '6bc6752eef17a43c8b9f905d2388f0ee8951ccbcfe7a57b15446406d', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '86696af0ef7ad608892a6deca9e0bcf21be7dea0bf8f20f9d3bff897', 'rssi': -60, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a906a08f8566f07b07a1bc0ee0ab5b58e5369879b73f39752d041aaf', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 10:49:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '282e7fd90f99e18754829f2cd93118e1e035198cb068982d9eac26c8', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1246b679ee50a3bf47229b4c076edd4192e0274b5365a860026cb284', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e91e9559f45d87f9597f4135042ece82a44bb1b9c1446e3cbdd2950e', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ed6f4141c4717d55381b0d14e9c64e8215d800e647d86107d1a63b96', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 10:49:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6e1ce0ce6ae57694807d7d3ea5029a7ba001811ffc6a6571073cd75d', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
