Testing SD card write operations: 2023-01-26 14:39:40
2023-01-26 15:56:58: {'name': None, 'adv_flag': 26, 'rssi': -94, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '356368b454b0fa3202617b589241e9776b9be49fffb96ad9719bcd64', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:56:59: {'name': None, 'adv_flag': None, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '0a5c3b7893d3b829a35f8f0307247cfa731eb5cde1fba317732f7889', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:00: {'name': None, 'adv_flag': 26, 'rssi': -84, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '717c8a67481efe69f65394566b1699f3a5ad2569ea5ee0967b77939f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:00: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'ce16b8a17cb181e57c635b5324d54268e474833f6e9aeafc9b121dd4', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:01: {'name': None, 'adv_flag': None, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '2819416b11dce84e7563343695b7fc923a3e1693b2a9f9423d76e4e7', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:02: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '131c2d35bbbcf7fbaf754213352767c8aaad672f8c1c2636ed689637', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:03: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'f6920c8fbd48881df69d7177f2a99198221a617098a96221de42010c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:04: {'name': None, 'adv_flag': None, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'c921bb0fd066b68cfc55633d1049c642a6f4fdf548e178dcbd2c04ee', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:04: {'name': None, 'adv_flag': 26, 'rssi': -94, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '64655558093f08e223f1f813f4ef764efb69d49eff6b168f1f506dcd', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:05: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a4e17b73e518572ff2014111bcc8e86a7f8f2169f3ecaa25f05a9932', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:06: {'name': None, 'adv_flag': None, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'fe628bdc19a1149c1a27112e3f0e266953ec637ad8fdd08b93b6d3e2', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:07: {'name': None, 'adv_flag': 26, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '59f84bba60f604d8db0ef41be2c9ee4f93ebd79521bd7e3f0c4231e3', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:08: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9ccad8fb007c7cf605590819cf3cf0c298aab98abde3bf6ebea7f28c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:08: {'name': None, 'adv_flag': 26, 'rssi': -87, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '717c8a67481efe69f65394566b1699f3a5ad2569ea5ee0967b77939f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:09: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'ce16b8a17cb181e57c635b5324d54268e474833f6e9aeafc9b121dd4', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:10: {'name': None, 'adv_flag': 26, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'caaac4fd2370b325be005cb34178d1eda909c747142305a98a697805', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:11: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'ce16b8a17cb181e57c635b5324d54268e474833f6e9aeafc9b121dd4', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:11: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'f6920c8fbd48881df69d7177f2a99198221a617098a96221de42010c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:12: {'name': None, 'adv_flag': 26, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'f6920c8fbd48881df69d7177f2a99198221a617098a96221de42010c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:13: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': 7, 'def_tx_pwr': 0, 'mac': 'fd213504f1a6f293f71f1257d295712151a037786a1b205dd5d6b049', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:14: {'name': None, 'adv_flag': None, 'rssi': -71, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '46d238500a6e5c802985634d8260efc05b897dc0a1c454eb4e0c84e7', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:15: {'name': None, 'adv_flag': None, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '4e20e3f195cda2e6c42194bc32195b581982c74c306b1d6c502a0779', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:15: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'eea2f155f09dd9bc2a3a0e712f5537a2f1c9bfa3bada9b18de7bd876', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:16: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'adaeabece4b66b6eebdaa5bfb15f86d7fbbf3093e3afad44d3961868', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:17: {'name': None, 'adv_flag': 26, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '717c8a67481efe69f65394566b1699f3a5ad2569ea5ee0967b77939f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:18: {'name': None, 'adv_flag': None, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '2819416b11dce84e7563343695b7fc923a3e1693b2a9f9423d76e4e7', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:18: {'name': None, 'adv_flag': None, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '818957423a26091ba6e27193774414e9070a6343c043f818f2104f4f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:19: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '131c2d35bbbcf7fbaf754213352767c8aaad672f8c1c2636ed689637', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:20: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'f6920c8fbd48881df69d7177f2a99198221a617098a96221de42010c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:21: {'name': None, 'adv_flag': 26, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '1b0c60c7f0cb852a54ab34f4a0e6e32bc18164a31672c3d75511c29e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:22: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': 3, 'def_tx_pwr': 0, 'mac': '494dd9eecd3f991cedfbc6bdec0e5e426bf88abd7638a76e4250fb2b', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:22: {'name': None, 'adv_flag': 26, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': 7, 'def_tx_pwr': 0, 'mac': 'ac9708b9dd869b38a3ddac9e84da42df83c5d9ac1536feb6c51f769e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:23: {'name': None, 'adv_flag': None, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '1bd280543d7dc701a376091cd7816399f36acc9b0f9a23f245d5664c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:24: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'adaeabece4b66b6eebdaa5bfb15f86d7fbbf3093e3afad44d3961868', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:25: {'name': None, 'adv_flag': None, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '2819416b11dce84e7563343695b7fc923a3e1693b2a9f9423d76e4e7', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:25: {'name': None, 'adv_flag': 26, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '888842b07f413dfc7f56a17a03db78437fb0dfca86fd4b188d5d17b5', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:26: {'name': None, 'adv_flag': 26, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a494264985df28bd38bf45817f2628793bc927859e9293e921ee6df2', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:27: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'adaeabece4b66b6eebdaa5bfb15f86d7fbbf3093e3afad44d3961868', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:28: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'ce16b8a17cb181e57c635b5324d54268e474833f6e9aeafc9b121dd4', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:29: {'name': None, 'adv_flag': None, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '2819416b11dce84e7563343695b7fc923a3e1693b2a9f9423d76e4e7', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:29: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a783be27110ed513073d70ddf5a5d0e15c9631dbfd7ed4a617876883', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:30: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'ce16b8a17cb181e57c635b5324d54268e474833f6e9aeafc9b121dd4', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:31: {'name': None, 'adv_flag': 26, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'e8b73a0dd8d9b37a44ea96b9011c5d87889456cf4f19f62718ba3f29', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:32: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '257b9e756593a04c2d3e5bee5a69ede64527b41b17d927744fd1c1eb', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:32: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '257b9e756593a04c2d3e5bee5a69ede64527b41b17d927744fd1c1eb', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:33: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'adc3a3356f448b8552419b40eb9d1a3958450c665ff14cc98876cf9d', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:34: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'c921bb0fd066b68cfc55633d1049c642a6f4fdf548e178dcbd2c04ee', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:35: {'name': None, 'adv_flag': 26, 'rssi': -94, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '783db0b3aab1cc18aba406e1956edcb2234aaa7bc7becb3a1419a3b1', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:36: {'name': None, 'adv_flag': None, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '6024a92961ccf742cad2f96771811318586ced6ee3b669b6887ce2d8', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:36: {'name': None, 'adv_flag': 26, 'rssi': -94, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '73897cb2a4605ae4028c492c40597cb3ecef1670c21c53bd9296bf38', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:37: {'name': None, 'adv_flag': 26, 'rssi': -97, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'f7cb1f51d079230540eeb73f2c5b48511908f0602a103e2cdb7e52ef', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:38: {'name': None, 'adv_flag': None, 'rssi': -98, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'fa34a9f33461961eb10e5ad4e90041996be88c18097386e7e465527e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:39: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '6c3c38172dfdce4d0070f2e775180c05f630dacfb9026f991d53b2b9', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:40: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '58886980520f75ea172c0adb2a3b011e6f7f6326235c4f02f1546d07', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:40: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '77f2526be8f147a2c0b5e6550eb81a56f4527b9f83ebe30f812c6c51', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:41: {'name': None, 'adv_flag': 26, 'rssi': -87, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '257b9e756593a04c2d3e5bee5a69ede64527b41b17d927744fd1c1eb', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:42: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '51a5d52ab39b905fd45e85948e8f3d54ec1c8d17f974e5ef1f0f5ca0', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:43: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '58886980520f75ea172c0adb2a3b011e6f7f6326235c4f02f1546d07', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:43: {'name': None, 'adv_flag': 26, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'e8b73a0dd8d9b37a44ea96b9011c5d87889456cf4f19f62718ba3f29', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:44: {'name': None, 'adv_flag': 26, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a783be27110ed513073d70ddf5a5d0e15c9631dbfd7ed4a617876883', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:45: {'name': None, 'adv_flag': 26, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a783be27110ed513073d70ddf5a5d0e15c9631dbfd7ed4a617876883', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:46: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '77f2526be8f147a2c0b5e6550eb81a56f4527b9f83ebe30f812c6c51', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:47: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '349039defdd2c261778e3b36ddb320d36e7bfeaca7f566f85d02f543', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:47: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '349039defdd2c261778e3b36ddb320d36e7bfeaca7f566f85d02f543', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:48: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '58886980520f75ea172c0adb2a3b011e6f7f6326235c4f02f1546d07', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:49: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '77f2526be8f147a2c0b5e6550eb81a56f4527b9f83ebe30f812c6c51', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:50: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '783db0b3aab1cc18aba406e1956edcb2234aaa7bc7becb3a1419a3b1', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:50: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'adaeabece4b66b6eebdaa5bfb15f86d7fbbf3093e3afad44d3961868', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:51: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9ccad8fb007c7cf605590819cf3cf0c298aab98abde3bf6ebea7f28c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:52: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '349039defdd2c261778e3b36ddb320d36e7bfeaca7f566f85d02f543', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:53: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '2c18b648a63284094d832a57d638bbf74be3b5e40ec76e24767daa4c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:54: {'name': None, 'adv_flag': None, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '1bd280543d7dc701a376091cd7816399f36acc9b0f9a23f245d5664c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:54: {'name': None, 'adv_flag': None, 'rssi': -83, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '4dbf9d7611a46c14bee9b025244b709e0b70d963d188224cae5dc485', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:55: {'name': None, 'adv_flag': 26, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '77f2526be8f147a2c0b5e6550eb81a56f4527b9f83ebe30f812c6c51', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:56: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a783be27110ed513073d70ddf5a5d0e15c9631dbfd7ed4a617876883', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:57: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'caaac4fd2370b325be005cb34178d1eda909c747142305a98a697805', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:57: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '51a5d52ab39b905fd45e85948e8f3d54ec1c8d17f974e5ef1f0f5ca0', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:58: {'name': None, 'adv_flag': 26, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': 7, 'def_tx_pwr': 0, 'mac': '4e31829b3f0bfa15384b639054737378929b5b0eae87d2d24f7aa383', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:57:59: {'name': None, 'adv_flag': None, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '0a5c3b7893d3b829a35f8f0307247cfa731eb5cde1fba317732f7889', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:00: {'name': None, 'adv_flag': None, 'rssi': -87, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'eea2f155f09dd9bc2a3a0e712f5537a2f1c9bfa3bada9b18de7bd876', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:01: {'name': None, 'adv_flag': 26, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '717c8a67481efe69f65394566b1699f3a5ad2569ea5ee0967b77939f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:01: {'name': None, 'adv_flag': None, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'ed8e5833f5c7e809fe78cff96d8082787a4a2241b26fd59e327305eb', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:02: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '1b0c60c7f0cb852a54ab34f4a0e6e32bc18164a31672c3d75511c29e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:03: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '1b0c60c7f0cb852a54ab34f4a0e6e32bc18164a31672c3d75511c29e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:04: {'name': None, 'adv_flag': None, 'rssi': -94, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '7a53179858a0faffcd845081a5a59b941850bf648f1e23450f0b5e72', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:04: {'name': None, 'adv_flag': None, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '7a53179858a0faffcd845081a5a59b941850bf648f1e23450f0b5e72', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:05: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': 3, 'def_tx_pwr': 0, 'mac': '494dd9eecd3f991cedfbc6bdec0e5e426bf88abd7638a76e4250fb2b', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:06: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': 6, 'def_tx_pwr': 0, 'mac': '4bdd5d2a112184ce2876c485881a8e8557a13ccd1238a4b41923eb5b', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:07: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9ccad8fb007c7cf605590819cf3cf0c298aab98abde3bf6ebea7f28c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:08: {'name': None, 'adv_flag': 26, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'e8b73a0dd8d9b37a44ea96b9011c5d87889456cf4f19f62718ba3f29', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:08: {'name': None, 'adv_flag': 26, 'rssi': -87, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '349039defdd2c261778e3b36ddb320d36e7bfeaca7f566f85d02f543', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:58:09: {'name': None, 'adv_flag': 26, 'rssi': -87, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '73897cb2a4605ae4028c492c40597cb3ecef1670c21c53bd9296bf38', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
