Testing SD card write operations: 2023-01-26 14:39:40
2023-01-26 15:04:23: {'name': None, 'adv_flag': None, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '85d6d88d3d84e0f8880271839187a89c19bf66aa48bda46ab5a36f87', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:24: {'name': None, 'adv_flag': 26, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9750c8436dcd46929c381239541b1b8871d06ed430dbf502faa3742b', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:24: {'name': None, 'adv_flag': 26, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '672574baa87f6cc0e987708f78304a9f5396b984596e435de07e9d06', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:25: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': 3, 'def_tx_pwr': 0, 'mac': '660c90e91492618230e85bd07552576d76c3ab5203ae02bb8e8b8677', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:26: {'name': None, 'adv_flag': 26, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'af6d6cf2a6ee024333bf1e70ad9c5e714d52ae2205bb602e5bcb54ac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:27: {'name': None, 'adv_flag': None, 'rssi': -68, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e170417a284ed8733bb54820b2e08159eb59096e3bfd8bddac3f8669', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:28: {'name': None, 'adv_flag': 26, 'rssi': -84, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '37918b0c9c7c681c92d906cd6cb793fd097f992dcbdbe2bc51a8db82', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:28: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9750c8436dcd46929c381239541b1b8871d06ed430dbf502faa3742b', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:29: {'name': None, 'adv_flag': 26, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '362baa5189e87211234cb3badb20455d75a3fe70cecc6d9a1bbafab2', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:30: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'd1a8f6c2120a4767ca81ddfb6c6492b617f01788f0971b2321668897', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:31: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '45f51250246999398b3c4042bc74025a1229e992df5db8c2bfd2789c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:31: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '344b7f0edad40256004662c7b4745655910a1140f6dc414f41e72a85', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:32: {'name': None, 'adv_flag': 26, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '854c7d5078532e3b5d33a7b04e6c542a82dfdd168f4cf02b16e5a24f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:33: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '3f19e2d1e06d5afa692aaf9396b6a3c2ed243f29a661853253a74bac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:34: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '6c711547846c41c49c5aec161e25c13f3c29174b8291a147da01f947', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:35: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': 5, 'def_tx_pwr': 0, 'mac': '003aa2e4d00d1cd59460ffc7f8274cbd332a121ebdcfc46a575373b2', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:35: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '45f51250246999398b3c4042bc74025a1229e992df5db8c2bfd2789c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:36: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '183e4953e540fa2824d669a8928263c6477a42271b36aede5937016f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:37: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '85d6d88d3d84e0f8880271839187a89c19bf66aa48bda46ab5a36f87', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:38: {'name': None, 'adv_flag': 26, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '344b7f0edad40256004662c7b4745655910a1140f6dc414f41e72a85', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:38: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '37918b0c9c7c681c92d906cd6cb793fd097f992dcbdbe2bc51a8db82', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:39: {'name': None, 'adv_flag': 26, 'rssi': -83, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '37918b0c9c7c681c92d906cd6cb793fd097f992dcbdbe2bc51a8db82', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:40: {'name': None, 'adv_flag': 26, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '3f19e2d1e06d5afa692aaf9396b6a3c2ed243f29a661853253a74bac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:41: {'name': None, 'adv_flag': None, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e170417a284ed8733bb54820b2e08159eb59096e3bfd8bddac3f8669', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:42: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': '132f11e17308f2503cb1f63e94ea526e2269178ab0d76a5b55765e7c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:42: {'name': None, 'adv_flag': None, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'cfb491ead06b2a8490c6b7160a818fce2fa0735891202e5a9805b069', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:43: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'd1a8f6c2120a4767ca81ddfb6c6492b617f01788f0971b2321668897', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:44: {'name': None, 'adv_flag': 26, 'rssi': -79, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '3f19e2d1e06d5afa692aaf9396b6a3c2ed243f29a661853253a74bac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:45: {'name': None, 'adv_flag': 26, 'rssi': -84, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '183e4953e540fa2824d669a8928263c6477a42271b36aede5937016f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:46: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e7a04a20ac359e561985e9905ab3b41e96f5a81530a8c4a4273d144c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:46: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e7a04a20ac359e561985e9905ab3b41e96f5a81530a8c4a4273d144c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:47: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9cc950f887d2be4cce9db2fd5560919c352b1676b03a5fe7a04d5cc7', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:48: {'name': None, 'adv_flag': 26, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '3f19e2d1e06d5afa692aaf9396b6a3c2ed243f29a661853253a74bac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:49: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '53c7f9197072cd3e26d9fbe4ba3a3ca0a388b32e780ae4f2b55a4549', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:49: {'name': None, 'adv_flag': None, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'c2f470995385acb8d61de02340a9e15890a1983d0c454d8dbba47a26', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:50: {'name': None, 'adv_flag': None, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a3dfb077284c2ff8e38d60a7a2c6797a515f67db1d13b4e4eceb316e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:51: {'name': None, 'adv_flag': None, 'rssi': -70, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'd829eef202635a3d0030d487c0a908840734c66125bf29256e559cb8', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:52: {'name': None, 'adv_flag': None, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '88b3fbff27d518ec1ae6604e86b44389efe4fec152b2c068697a59b3', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:53: {'name': None, 'adv_flag': None, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '95cfae95b2f519b5e079dd58bccb9456da5d8f58963bc7b8eeb5e6f6', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:53: {'name': None, 'adv_flag': 26, 'rssi': -83, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '37918b0c9c7c681c92d906cd6cb793fd097f992dcbdbe2bc51a8db82', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:54: {'name': None, 'adv_flag': None, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e6ead4ba05cbda5d0879aa4a6185c54ad56b3b7368d3ba600160e432', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:55: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '45f51250246999398b3c4042bc74025a1229e992df5db8c2bfd2789c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:56: {'name': None, 'adv_flag': None, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a3dfb077284c2ff8e38d60a7a2c6797a515f67db1d13b4e4eceb316e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:56: {'name': None, 'adv_flag': None, 'rssi': -84, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e8bc6e1d04bc982f17b4c5b7ecfec8b9294eb53779e92b2f7cc69a2a', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:57: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': '5ea7ea5c3886b14ec06d7a80298e3739356fb8b2f47da1f57b786a4c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:58: {'name': None, 'adv_flag': None, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e6ead4ba05cbda5d0879aa4a6185c54ad56b3b7368d3ba600160e432', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:04:59: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'bde90db1cb1b5ab139ba1738ad33be1ce261da1d3821afb36c52d911', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:00: {'name': None, 'adv_flag': 26, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '362baa5189e87211234cb3badb20455d75a3fe70cecc6d9a1bbafab2', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:00: {'name': None, 'adv_flag': None, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a3dfb077284c2ff8e38d60a7a2c6797a515f67db1d13b4e4eceb316e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:01: {'name': None, 'adv_flag': None, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9966ce2c369a581e5b1d195ca382af95978377305f386b9acdbe8bf7', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:02: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '24031d339a3ed596b2874aca894f7502cd3f8efbf2c1008ce0f3ba1f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:03: {'name': None, 'adv_flag': 26, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '353d7150ae16a4826b438338b8621d2e460d3207a3d852aa2aeb8c4f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:03: {'name': None, 'adv_flag': None, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e6ead4ba05cbda5d0879aa4a6185c54ad56b3b7368d3ba600160e432', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:04: {'name': None, 'adv_flag': 6, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'b5b2afd8f3e5f831a0ce169174fb5afeed959eaf4297ae9b66e02301', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:05: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'f89a8c51fd935768fa7dec0acb29857bd4c47f34ec061ec1c226952f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:06: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '344b7f0edad40256004662c7b4745655910a1140f6dc414f41e72a85', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:07: {'name': None, 'adv_flag': 26, 'rssi': -74, 'adv_tx_pwr': 0, 'tx_range': 7, 'def_tx_pwr': 0, 'mac': 'f34fc016be9894513ae6f3ac9db236fc922d3935cefdaec1a8e0e4eb', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:07: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'af6d6cf2a6ee024333bf1e70ad9c5e714d52ae2205bb602e5bcb54ac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:08: {'name': None, 'adv_flag': 26, 'rssi': -79, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'c2aa86d9182deb538fe96c600662e50b0aaefb086660ac495f407853', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:09: {'name': None, 'adv_flag': None, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '85d6d88d3d84e0f8880271839187a89c19bf66aa48bda46ab5a36f87', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:10: {'name': None, 'adv_flag': None, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a3dfb077284c2ff8e38d60a7a2c6797a515f67db1d13b4e4eceb316e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:10: {'name': None, 'adv_flag': 26, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '37918b0c9c7c681c92d906cd6cb793fd097f992dcbdbe2bc51a8db82', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:11: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '3f19e2d1e06d5afa692aaf9396b6a3c2ed243f29a661853253a74bac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:12: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '24031d339a3ed596b2874aca894f7502cd3f8efbf2c1008ce0f3ba1f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:13: {'name': None, 'adv_flag': 26, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '24031d339a3ed596b2874aca894f7502cd3f8efbf2c1008ce0f3ba1f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:14: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'af6d6cf2a6ee024333bf1e70ad9c5e714d52ae2205bb602e5bcb54ac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:14: {'name': None, 'adv_flag': 26, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '3f19e2d1e06d5afa692aaf9396b6a3c2ed243f29a661853253a74bac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:15: {'name': None, 'adv_flag': 26, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '3f19e2d1e06d5afa692aaf9396b6a3c2ed243f29a661853253a74bac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:16: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9cc950f887d2be4cce9db2fd5560919c352b1676b03a5fe7a04d5cc7', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:17: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '24031d339a3ed596b2874aca894f7502cd3f8efbf2c1008ce0f3ba1f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:18: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': 8, 'def_tx_pwr': 0, 'mac': '2321a85ea2ee545837888f635286c3f14c56642f7735ba9e7cebb82e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:18: {'name': None, 'adv_flag': 26, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '344b7f0edad40256004662c7b4745655910a1140f6dc414f41e72a85', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:19: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'af6d6cf2a6ee024333bf1e70ad9c5e714d52ae2205bb602e5bcb54ac', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:20: {'name': None, 'adv_flag': 26, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '45f51250246999398b3c4042bc74025a1229e992df5db8c2bfd2789c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:21: {'name': None, 'adv_flag': 26, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a2529914533f2c77ff46ac8cc65b6f6c953631b4ef4f922108933a96', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:21: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '183e4953e540fa2824d669a8928263c6477a42271b36aede5937016f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:22: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '6c711547846c41c49c5aec161e25c13f3c29174b8291a147da01f947', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:23: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': 8, 'def_tx_pwr': 0, 'mac': '2321a85ea2ee545837888f635286c3f14c56642f7735ba9e7cebb82e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:24: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '362baa5189e87211234cb3badb20455d75a3fe70cecc6d9a1bbafab2', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:25: {'name': None, 'adv_flag': 26, 'rssi': -87, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '37918b0c9c7c681c92d906cd6cb793fd097f992dcbdbe2bc51a8db82', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:25: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'd1a8f6c2120a4767ca81ddfb6c6492b617f01788f0971b2321668897', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:26: {'name': None, 'adv_flag': None, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'a3dfb077284c2ff8e38d60a7a2c6797a515f67db1d13b4e4eceb316e', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:27: {'name': None, 'adv_flag': 26, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '344b7f0edad40256004662c7b4745655910a1140f6dc414f41e72a85', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:28: {'name': None, 'adv_flag': 26, 'rssi': -84, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '183e4953e540fa2824d669a8928263c6477a42271b36aede5937016f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:28: {'name': None, 'adv_flag': 26, 'rssi': -84, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '37918b0c9c7c681c92d906cd6cb793fd097f992dcbdbe2bc51a8db82', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:29: {'name': None, 'adv_flag': 26, 'rssi': -89, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': '5d79b30ab0222908b36e74a24d3bf2760983ad7e4cfb0322a69ace67', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:30: {'name': None, 'adv_flag': None, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'e6ead4ba05cbda5d0879aa4a6185c54ad56b3b7368d3ba600160e432', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:31: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '3bfc5bf39cff050ab619f52fc173e049a40798f15f3d3d6e7b01ed5c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:32: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '37918b0c9c7c681c92d906cd6cb793fd097f992dcbdbe2bc51a8db82', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:32: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '344b7f0edad40256004662c7b4745655910a1140f6dc414f41e72a85', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:33: {'name': None, 'adv_flag': 26, 'rssi': -73, 'adv_tx_pwr': 0, 'tx_range': 7, 'def_tx_pwr': 0, 'mac': 'f34fc016be9894513ae6f3ac9db236fc922d3935cefdaec1a8e0e4eb', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-26 15:05:34: {'name': None, 'adv_flag': 26, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '183e4953e540fa2824d669a8928263c6477a42271b36aede5937016f', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
