Testing SD card write operations: 2022-07-06 13:31:32
2022-07-06 13:44:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:44:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b768d62aa3d551b91bfbceaa0f39262835f927e5178b3a3119ab1246', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:44:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b768d62aa3d551b91bfbceaa0f39262835f927e5178b3a3119ab1246', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:35: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'd135113253aa666871eacf90de50982578e7d3b343ef32a150fb2f9c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-07-06 13:44:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b7dfa01a75f19151fd8fe567fbdff106376556f91c8103d8f9727f5f', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3352a9138bc1eaf540b9f8da8642967faee861296ca3732067630b98', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:44:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f8fc4a568a6962444f6011f161c8bbe814e70abff84b1c143e9a289f', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:44:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b4dd667be13511620e71924f18236dd02da9fa6b1c119861b27c6065', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:44:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '677f13d6d2abf34e62c3669c602cf0501b62cc77dcc5cef8537d801a', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:44:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:44:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0c86f66abf85e6eaeb25856158060755e33728c097fb950f01cb2fd1', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:44:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:44:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a2e638e4f8d918c1a9e06733342565f2f6706fe127af106bc89507c4', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:44:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f8fc4a568a6962444f6011f161c8bbe814e70abff84b1c143e9a289f', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:44:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f8fc4a568a6962444f6011f161c8bbe814e70abff84b1c143e9a289f', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:44:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '24438a530a53592a380a947b950b943565f9ad003d2a6756b1ab2582', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:44:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:44:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b4dd667be13511620e71924f18236dd02da9fa6b1c119861b27c6065', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:44:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:44:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e9959241c05cf5285ea8e5c43ec8179d42b53a2c5f7fd73efa52357b', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:50: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '29948481160e66addacb7acd9a2a9efbaddc81dae17e4008f2f8c85e', 'rssi': -73, 'name': 'Mb41', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-07-06 13:44:50: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '045cd64084277eb79c7a87930e486144a82b3469b8e8164cbeee9122', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:44:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e9959241c05cf5285ea8e5c43ec8179d42b53a2c5f7fd73efa52357b', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f00d2cd989ca91d64306464af787b57b7f99cdb9ebfa0eaf4a8f78d', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:44:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '81c9b4802735c4ffe37257f43cac28137f55e48629e2c8730e12e0ec', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:44:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '81c9b4802735c4ffe37257f43cac28137f55e48629e2c8730e12e0ec', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:44:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b4dd667be13511620e71924f18236dd02da9fa6b1c119861b27c6065', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:44:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5c16e1413ec1ee8874bfc79d2fe7b744374c806b1a6e947ee7e701ef', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b7dfa01a75f19151fd8fe567fbdff106376556f91c8103d8f9727f5f', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8654c94f57c260a5aced8f11d254214a806abea58213e9416eb4da90', 'rssi': -38, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:44:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5c16e1413ec1ee8874bfc79d2fe7b744374c806b1a6e947ee7e701ef', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:44:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89e3d163d6bae601481dcd756d6d16f529f3590de24d42f06668ae69', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:00: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'd135113253aa666871eacf90de50982578e7d3b343ef32a150fb2f9c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-07-06 13:45:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fe91e29d66038a45f2af5fb94308f68e299ad778bb117779e1daf08d', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5a4006ca9fd380de8632ee0ba839c0cf0ae27b8b76305ff818a486de', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '677f13d6d2abf34e62c3669c602cf0501b62cc77dcc5cef8537d801a', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:45:03: {'adv_flag': 24, 'def_tx_pwr': 3, 'mac': '29948481160e66addacb7acd9a2a9efbaddc81dae17e4008f2f8c85e', 'rssi': -75, 'name': 'Mb41', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -10, 'adv_tx_pwr': 3}
2022-07-06 13:45:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a5903d50dc49c79e46d534a5e22b590480acec7b65d243237deaeb89', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:45:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5c16e1413ec1ee8874bfc79d2fe7b744374c806b1a6e947ee7e701ef', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f8fc4a568a6962444f6011f161c8bbe814e70abff84b1c143e9a289f', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:45:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e66712246a2b0192969508f566fb260f4d3bafe3c2709c7da85cec9b', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:09: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '811d84fd296a47d0ed1d21288194dc43d4d0d4934be4e1abf0f900e5', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b3c0ff11f7bed7ee3545da8c341c0018a16a11ea16af17db21e741e2', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b7dfa01a75f19151fd8fe567fbdff106376556f91c8103d8f9727f5f', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:11: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'd135113253aa666871eacf90de50982578e7d3b343ef32a150fb2f9c', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-07-06 13:45:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:45:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '1dcc49777448e30b0ea267d46741e78777e677a6b5e501de1f4f34c2', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:45:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b4dd667be13511620e71924f18236dd02da9fa6b1c119861b27c6065', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd6cdff0f7f90470214ebf98f4447b603d7ba90e6c7e09b5a6bf5ab67', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0c86f66abf85e6eaeb25856158060755e33728c097fb950f01cb2fd1', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c6857ef8735d339bbebf9628e1e8c583c3ff12bbb471df880cc2b811', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'f0a1d1ff12213a8bc366b00a5bbef03c1d68904de1e2f834d97a410b', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd6cdff0f7f90470214ebf98f4447b603d7ba90e6c7e09b5a6bf5ab67', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f8fc4a568a6962444f6011f161c8bbe814e70abff84b1c143e9a289f', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:45:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '677f13d6d2abf34e62c3669c602cf0501b62cc77dcc5cef8537d801a', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:45:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0c86f66abf85e6eaeb25856158060755e33728c097fb950f01cb2fd1', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89e3d163d6bae601481dcd756d6d16f529f3590de24d42f06668ae69', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b7dfa01a75f19151fd8fe567fbdff106376556f91c8103d8f9727f5f', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a46b6fcaf1ca4814fc9301c7b17a8c2b71b131d333d2a9c9f196991a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89e3d163d6bae601481dcd756d6d16f529f3590de24d42f06668ae69', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:45:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89e3d163d6bae601481dcd756d6d16f529f3590de24d42f06668ae69', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0c86f66abf85e6eaeb25856158060755e33728c097fb950f01cb2fd1', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0c86f66abf85e6eaeb25856158060755e33728c097fb950f01cb2fd1', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c6857ef8735d339bbebf9628e1e8c583c3ff12bbb471df880cc2b811', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '22c75bd2aa45e3becce8a48df66e2330aed6f3349230b8f0dac6d341', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:33: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '04b971a5ebe023efae7a67a08242c601348bc238308d8bed7578fa11', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:45:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e66712246a2b0192969508f566fb260f4d3bafe3c2709c7da85cec9b', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b7dfa01a75f19151fd8fe567fbdff106376556f91c8103d8f9727f5f', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9b22d92a874f733557639ee51514d5d58a12cd3777564e43fb15f635', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:37: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'd135113253aa666871eacf90de50982578e7d3b343ef32a150fb2f9c', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-07-06 13:45:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'add9eb72baa384297d8086dfa7feac8d0fa2cc9910dcee6a5acdb355', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a46b6fcaf1ca4814fc9301c7b17a8c2b71b131d333d2a9c9f196991a', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'add9eb72baa384297d8086dfa7feac8d0fa2cc9910dcee6a5acdb355', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '677f13d6d2abf34e62c3669c602cf0501b62cc77dcc5cef8537d801a', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:45:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5c16e1413ec1ee8874bfc79d2fe7b744374c806b1a6e947ee7e701ef', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'cd9c97020b720fded2ac5237cb59399cc9852ff70be81beb9dc49d1b', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:45:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '81c9b4802735c4ffe37257f43cac28137f55e48629e2c8730e12e0ec', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:45:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32b819c7d3a71e94f7208a66eb69e480f49c38cf30db7af1ea625546', 'rssi': -54, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:45:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5ef0e7c4d9f2206f1b6fb2b335616f6f50545e956f66d7104fdb2541', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
