Testing SD card write operations: 2022-07-06 13:31:32
2022-07-06 13:36:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32b819c7d3a71e94f7208a66eb69e480f49c38cf30db7af1ea625546', 'rssi': -48, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc72a1caac963769f0d56c23be5b60ab3b6f06598e5ade22470f933d', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '36bb82c3be9b6bdcdd9c9c7264360c6c5ac0f465fde77a9f23e73eb9', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:36:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c1c5e52b27c87af4ea2b72c3cb1c985273c3b9976cd88aec914c2401', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc72a1caac963769f0d56c23be5b60ab3b6f06598e5ade22470f933d', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32b819c7d3a71e94f7208a66eb69e480f49c38cf30db7af1ea625546', 'rssi': -49, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '03e8ea8251b62f135abf55b85ea2c83fa38272d6cc233c0debbd19a0', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9e256b9d577bc760dcd6a7ad1d52ef8ad20c6746c6afc56a84bb4906', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a2e638e4f8d918c1a9e06733342565f2f6706fe127af106bc89507c4', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7999005c7b0fcb661c27d13e2cca7f6bbad4f215443949d6b3a822c3', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 4, 'adv_tx_pwr': 3}
2022-07-06 13:36:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:36:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b8cf2978b72e2cdcab855045e2bbbadf985e8ee175b0ec80d5ace4c7', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f9d8f1b145b697882ae1533a298be511d3fb8983e4798609a6e91ad3', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '05c249ec9863dd3b61da7b734f00a6407d02177b14b4df8adebe9253', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:36:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '00d7a461ce6847bf271a801f0f68824b06c7f893a8b6deb7a2a5c21e', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-07-06 13:36:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a4f3a94a0033c9f86b728fd3dae7d64641f070dfb5cde83a5d1e872a', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:36:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:36:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '78e2217f9be1f8c52f4efddecf27700ab4809d4be1ed43bcffef4986', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-06 13:36:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32e7a30bc23ac5ee34c2ee3ff67882706916b01e005ca1d43d4da729', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '30643d53369f0a8a0263eb243d5208ebedf0b25a14990d2838fa5397', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '36bb82c3be9b6bdcdd9c9c7264360c6c5ac0f465fde77a9f23e73eb9', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9e256b9d577bc760dcd6a7ad1d52ef8ad20c6746c6afc56a84bb4906', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1960a48e4dc1d2dd7e385f3d37727be86108b7460075dcadadd46e69', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'f0a1d1ff12213a8bc366b00a5bbef03c1d68904de1e2f834d97a410b', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '47fa05878f55bb19096ae24e03213c192c4be51072dad97cf8f4c7bb', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9e256b9d577bc760dcd6a7ad1d52ef8ad20c6746c6afc56a84bb4906', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '47fa05878f55bb19096ae24e03213c192c4be51072dad97cf8f4c7bb', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3c9ad3daf44e7f87657ad59a11494628b0c8b8f56c6d7f743a2beb64', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-06 13:36:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '36bb82c3be9b6bdcdd9c9c7264360c6c5ac0f465fde77a9f23e73eb9', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '78e2217f9be1f8c52f4efddecf27700ab4809d4be1ed43bcffef4986', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-06 13:36:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:36:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '47fa05878f55bb19096ae24e03213c192c4be51072dad97cf8f4c7bb', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -61, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c2687a4214485d395bbd447bd382a0703e5ad0ea519d6dd8a9274927', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b8cf2978b72e2cdcab855045e2bbbadf985e8ee175b0ec80d5ace4c7', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:36:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ba2570c01938c2ada7c4b836c100159fbae9f7f995ed0f53633998e7', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '642b2955985139d8d4858eaddcb6e0c2f815d782e5eb12a1f595721c', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -59, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9e9a50f20610ecdccb18425641acd7ef35c0312e6fc722591b0c62f5', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:36:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '2bd71e57bf8f46f27404244f23b952f1c1bbf6953dcb930fc1d4cca4', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -60, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ba2570c01938c2ada7c4b836c100159fbae9f7f995ed0f53633998e7', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:36:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -59, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -61, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:36:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b8cf2978b72e2cdcab855045e2bbbadf985e8ee175b0ec80d5ace4c7', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:37:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7c2da85e81b3cd20cc369513b9db59e6acd891b4ceabb35675f1a76c', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:37:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8654c94f57c260a5aced8f11d254214a806abea58213e9416eb4da90', 'rssi': -50, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:37:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7c2da85e81b3cd20cc369513b9db59e6acd891b4ceabb35675f1a76c', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5fa7b689285c2deb6c3a092692327ec601e1ed37744d53f8213ad33d', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:37:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '47fa05878f55bb19096ae24e03213c192c4be51072dad97cf8f4c7bb', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:37:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1960a48e4dc1d2dd7e385f3d37727be86108b7460075dcadadd46e69', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '642b2955985139d8d4858eaddcb6e0c2f815d782e5eb12a1f595721c', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2ba61d0782b6aa05cf7faa6ab344f77296fabef612c916592a8b4a52', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '80d28038ac191070ccd8be1d484cde58a742e26023efa35c02be791c', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:37:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '642b2955985139d8d4858eaddcb6e0c2f815d782e5eb12a1f595721c', 'rssi': -57, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:37:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c2687a4214485d395bbd447bd382a0703e5ad0ea519d6dd8a9274927', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:37:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -55, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:37:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '30643d53369f0a8a0263eb243d5208ebedf0b25a14990d2838fa5397', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:37:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1960a48e4dc1d2dd7e385f3d37727be86108b7460075dcadadd46e69', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
