Testing SD card write operations: 2022-07-01 13:02:44
2022-07-01 13:08:15: {'ssid':'P565', 'bssid':'66949a9b0449684aa67a8486abc5336d2a40386017504e7e0182fe6c', 'sec':4, 'channel':1, 'rssi':-92}
2022-07-01 13:08:17: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-01 13:08:17: {'ssid':'P564', 'bssid':'5c9bc6160b3e29e21c2bfbbce63875ffa49da24d3a3d13fb889e2ad9', 'sec':3, 'channel':11, 'rssi':-80}
2022-07-01 13:08:17: {'ssid':'P561', 'bssid':'b434df01ebf96438404839051a48091ce17a51013adbc226cd1ad584', 'sec':4, 'channel':11, 'rssi':-84}
2022-07-01 13:08:17: {'ssid':'P58', 'bssid':'3616c60c9dc2a1448e94cc3775de291aa1c894b6667d56e97373d0fd', 'sec':5, 'channel':6, 'rssi':-86}
2022-07-01 13:08:17: {'ssid':'P510', 'bssid':'33bfc9ecc866a062926e04759345f40faf19063005a6a6e34dfce169', 'sec':0, 'channel':6, 'rssi':-89}
2022-07-01 13:08:17: {'ssid':'P510', 'bssid':'7c4a5198d4ba9744c9dda168c14d23fce2217a71bcf37cffeadd0a74', 'sec':0, 'channel':11, 'rssi':-89}
2022-07-01 13:08:17: {'ssid':'P58', 'bssid':'86e3de1559d65d63d9ca1c90ccf51410a0a88bde36a614f102e1ac5b', 'sec':5, 'channel':11, 'rssi':-90}
2022-07-01 13:08:17: {'ssid':'P567', 'bssid':'2170ca8b52a86e95979654d99c99b9e64e16b8fe9387414ed414e9dc', 'sec':4, 'channel':11, 'rssi':-91}
2022-07-01 13:08:19: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:08:19: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-01 13:08:19: {'ssid':'P568', 'bssid':'22a60e81e08a626d6c967d869e04fd677644fe2152bd530fea9022a3', 'sec':4, 'channel':6, 'rssi':-87}
2022-07-01 13:08:19: {'ssid':'P561', 'bssid':'b434df01ebf96438404839051a48091ce17a51013adbc226cd1ad584', 'sec':4, 'channel':11, 'rssi':-89}
2022-07-01 13:08:21: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-56}
2022-07-01 13:08:21: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-01 13:08:21: {'ssid':'P568', 'bssid':'22a60e81e08a626d6c967d869e04fd677644fe2152bd530fea9022a3', 'sec':4, 'channel':6, 'rssi':-83}
2022-07-01 13:08:21: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-01 13:08:21: {'ssid':'P58', 'bssid':'a36d6d8faba6ad869e959f741fa57da7ed976d40c1405903ba737fae', 'sec':5, 'channel':1, 'rssi':-88}
2022-07-01 13:08:21: {'ssid':'P566', 'bssid':'3af1d39bbb55d4ed2a1ae3ddfc5a5b2b0355b55d3e1dc4e99a03efee', 'sec':4, 'channel':1, 'rssi':-88}
2022-07-01 13:08:21: {'ssid':'P510', 'bssid':'9f88cc9c884b6d845f51ca499589ea27b7d03055a35706410edd8329', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-01 13:08:21: {'ssid':'P563', 'bssid':'f0aee44bccff5a5098502c9bc4d26ef85422a048b6ab7ac00c748814', 'sec':4, 'channel':6, 'rssi':-93}
2022-07-01 13:08:23: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-58}
2022-07-01 13:08:23: {'ssid':'P568', 'bssid':'22a60e81e08a626d6c967d869e04fd677644fe2152bd530fea9022a3', 'sec':4, 'channel':6, 'rssi':-72}
2022-07-01 13:08:23: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-01 13:08:23: {'ssid':'P569', 'bssid':'ec65ff2c1bcc566dc06b55c6ce1b5b8af672540aa748eb9c86e55e8b', 'sec':4, 'channel':1, 'rssi':-89}
2022-07-01 13:08:25: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-01 13:08:25: {'ssid':'P568', 'bssid':'22a60e81e08a626d6c967d869e04fd677644fe2152bd530fea9022a3', 'sec':4, 'channel':6, 'rssi':-57}
2022-07-01 13:08:25: {'ssid':'P570', 'bssid':'5f3e362e7fcb70eb236ca7b1cfaf0a51ba91df64cd367d63a32a197f', 'sec':4, 'channel':11, 'rssi':-76}
2022-07-01 13:08:26: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:08:26: {'ssid':'P570', 'bssid':'5f3e362e7fcb70eb236ca7b1cfaf0a51ba91df64cd367d63a32a197f', 'sec':4, 'channel':11, 'rssi':-67}
2022-07-01 13:08:26: {'ssid':'P568', 'bssid':'22a60e81e08a626d6c967d869e04fd677644fe2152bd530fea9022a3', 'sec':4, 'channel':6, 'rssi':-81}
2022-07-01 13:08:26: {'ssid':'P571', 'bssid':'8faaa7de04fb178b5aad72132e12f34001d73713ee2fc7c8858cca6b', 'sec':2, 'channel':6, 'rssi':-93}
2022-07-01 13:08:26: {'ssid':'P572', 'bssid':'d7f63a7eb6640ed6018c2976486f1727a3127526ed76aead16728484', 'sec':4, 'channel':11, 'rssi':-95}
2022-07-01 13:08:28: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-53}
2022-07-01 13:08:28: {'ssid':'P570', 'bssid':'5f3e362e7fcb70eb236ca7b1cfaf0a51ba91df64cd367d63a32a197f', 'sec':4, 'channel':11, 'rssi':-61}
2022-07-01 13:08:28: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-76}
2022-07-01 13:08:28: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-01 13:08:28: {'ssid':'P568', 'bssid':'22a60e81e08a626d6c967d869e04fd677644fe2152bd530fea9022a3', 'sec':4, 'channel':6, 'rssi':-87}
2022-07-01 13:08:28: {'ssid':'P571', 'bssid':'8faaa7de04fb178b5aad72132e12f34001d73713ee2fc7c8858cca6b', 'sec':2, 'channel':6, 'rssi':-88}
2022-07-01 13:08:28: {'ssid':'P569', 'bssid':'ec65ff2c1bcc566dc06b55c6ce1b5b8af672540aa748eb9c86e55e8b', 'sec':4, 'channel':1, 'rssi':-89}
2022-07-01 13:08:30: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:08:30: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-77}
2022-07-01 13:08:30: {'ssid':'P570', 'bssid':'5f3e362e7fcb70eb236ca7b1cfaf0a51ba91df64cd367d63a32a197f', 'sec':4, 'channel':11, 'rssi':-79}
2022-07-01 13:08:30: {'ssid':'P571', 'bssid':'8faaa7de04fb178b5aad72132e12f34001d73713ee2fc7c8858cca6b', 'sec':2, 'channel':6, 'rssi':-82}
2022-07-01 13:08:30: {'ssid':'P569', 'bssid':'ec65ff2c1bcc566dc06b55c6ce1b5b8af672540aa748eb9c86e55e8b', 'sec':4, 'channel':1, 'rssi':-92}
2022-07-01 13:08:32: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-01 13:08:32: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-67}
2022-07-01 13:08:32: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-72}
2022-07-01 13:08:32: {'ssid':'P570', 'bssid':'5f3e362e7fcb70eb236ca7b1cfaf0a51ba91df64cd367d63a32a197f', 'sec':4, 'channel':11, 'rssi':-78}
2022-07-01 13:08:32: {'ssid':'P513', 'bssid':'c1a7d1b489284793515758f44c7737707b06c3d4bfefb9c9de0205cc', 'sec':5, 'channel':11, 'rssi':-91}
2022-07-01 13:08:34: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:08:34: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-66}
2022-07-01 13:08:34: {'ssid':'P569', 'bssid':'ec65ff2c1bcc566dc06b55c6ce1b5b8af672540aa748eb9c86e55e8b', 'sec':4, 'channel':1, 'rssi':-85}
2022-07-01 13:08:34: {'ssid':'P568', 'bssid':'22a60e81e08a626d6c967d869e04fd677644fe2152bd530fea9022a3', 'sec':4, 'channel':6, 'rssi':-88}
2022-07-01 13:08:36: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:08:36: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-70}
2022-07-01 13:08:36: {'ssid':'P569', 'bssid':'ec65ff2c1bcc566dc06b55c6ce1b5b8af672540aa748eb9c86e55e8b', 'sec':4, 'channel':1, 'rssi':-79}
2022-07-01 13:08:36: {'ssid':'P573', 'bssid':'242905bc9e2d46520c7f4a619281243e7055528c76bc8114c50aba6c', 'sec':4, 'channel':11, 'rssi':-87}
2022-07-01 13:08:36: {'ssid':'P574', 'bssid':'d0e24150ba206196aa5994013bd313ac5c6ff7097148d23cc769130b', 'sec':3, 'channel':1, 'rssi':-91}
2022-07-01 13:08:36: {'ssid':'P575', 'bssid':'7d4a695c67b9f7a46a7e0db755edab361a0143d8ea0d0ac23cca9b48', 'sec':2, 'channel':6, 'rssi':-92}
2022-07-01 13:08:38: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:08:38: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-77}
2022-07-01 13:08:38: {'ssid':'P576', 'bssid':'634d71a9ac5fe60c25f954dd41b16e87f1fe6aa6231800b8eafd8bd2', 'sec':4, 'channel':11, 'rssi':-96}
2022-07-01 13:08:40: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:08:40: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-72}
2022-07-01 13:08:40: {'ssid':'P577', 'bssid':'b5175025f89e4bd11d4cd5f252324aea1f6134a54f768bf3422b169a', 'sec':3, 'channel':6, 'rssi':-91}
2022-07-01 13:08:40: {'ssid':'P578', 'bssid':'9f19c53ea76581379c0a96f363580e300b0aaef6c8a50cce08e004dd', 'sec':3, 'channel':11, 'rssi':-93}
2022-07-01 13:08:42: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-01 13:08:42: {'ssid':'P576', 'bssid':'634d71a9ac5fe60c25f954dd41b16e87f1fe6aa6231800b8eafd8bd2', 'sec':4, 'channel':11, 'rssi':-93}
2022-07-01 13:08:42: {'ssid':'P573_2GEXT', 'bssid':'6891bc3c209d54fcfe6de33eb6571ea0df354c950a4ea3c56f7474a9', 'sec':4, 'channel':11, 'rssi':-95}
2022-07-01 13:08:44: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:08:44: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-68}
2022-07-01 13:08:44: {'ssid':'P573_2GEXT', 'bssid':'6891bc3c209d54fcfe6de33eb6571ea0df354c950a4ea3c56f7474a9', 'sec':4, 'channel':11, 'rssi':-89}
2022-07-01 13:08:46: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-48}
2022-07-01 13:08:46: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-01 13:08:46: {'ssid':'P573_2GEXT', 'bssid':'6891bc3c209d54fcfe6de33eb6571ea0df354c950a4ea3c56f7474a9', 'sec':4, 'channel':11, 'rssi':-82}
2022-07-01 13:08:46: {'ssid':'P576', 'bssid':'634d71a9ac5fe60c25f954dd41b16e87f1fe6aa6231800b8eafd8bd2', 'sec':4, 'channel':11, 'rssi':-91}
2022-07-01 13:08:48: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-56}
2022-07-01 13:08:48: {'ssid':'P580', 'bssid':'dc7d154e81509a5b2b4650dd705c87b7e9b6a6e592ef553c99aca90e', 'sec':4, 'channel':11, 'rssi':-58}
2022-07-01 13:08:48: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-67}
2022-07-01 13:08:48: {'ssid':'P573_2GEXT', 'bssid':'6891bc3c209d54fcfe6de33eb6571ea0df354c950a4ea3c56f7474a9', 'sec':4, 'channel':11, 'rssi':-79}
2022-07-01 13:08:48: {'ssid':'P574', 'bssid':'d0e24150ba206196aa5994013bd313ac5c6ff7097148d23cc769130b', 'sec':3, 'channel':1, 'rssi':-88}
2022-07-01 13:08:48: {'ssid':'P581', 'bssid':'2cb121dd28c11c327f595b2220110622555be2bc01fb21f69832be25', 'sec':2, 'channel':1, 'rssi':-89}
2022-07-01 13:08:50: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-48}
2022-07-01 13:08:51: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:08:51: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-60}
2022-07-01 13:08:51: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-01 13:08:51: {'ssid':'P582', 'bssid':'9d84396b6a35a8c2df8829f1520cf1200d7f57df5b1e713445e514aa', 'sec':4, 'channel':6, 'rssi':-89}
2022-07-01 13:08:51: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-96}
2022-07-01 13:08:53: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:08:53: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-78}
2022-07-01 13:08:53: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-94}
2022-07-01 13:08:53: {'ssid':'P584', 'bssid':'fdd864a224c78916f52a3cad9d7729c65d5af382513451472fae7216', 'sec':4, 'channel':11, 'rssi':-95}
2022-07-01 13:08:55: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-52}
2022-07-01 13:08:55: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-69}
2022-07-01 13:08:55: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-74}
2022-07-01 13:08:55: {'ssid':'P582', 'bssid':'9d84396b6a35a8c2df8829f1520cf1200d7f57df5b1e713445e514aa', 'sec':4, 'channel':6, 'rssi':-78}
2022-07-01 13:08:55: {'ssid':'P585', 'bssid':'04a3ef03d2dd301f2c28459fa52f90931570d557580b2055082cd8f2', 'sec':4, 'channel':1, 'rssi':-93}
2022-07-01 13:08:57: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:08:57: {'ssid':'P582', 'bssid':'9d84396b6a35a8c2df8829f1520cf1200d7f57df5b1e713445e514aa', 'sec':4, 'channel':6, 'rssi':-78}
2022-07-01 13:08:57: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-82}
2022-07-01 13:08:57: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-86}
2022-07-01 13:08:57: {'ssid':'P587', 'bssid':'4d8ae4bdafebfb7a3470a1850b35a6214de9a007f587b48cfaea75a5', 'sec':5, 'channel':1, 'rssi':-89}
2022-07-01 13:08:57: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-93}
2022-07-01 13:08:59: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:08:59: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-76}
2022-07-01 13:08:59: {'ssid':'P582', 'bssid':'9d84396b6a35a8c2df8829f1520cf1200d7f57df5b1e713445e514aa', 'sec':4, 'channel':6, 'rssi':-78}
2022-07-01 13:08:59: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-81}
2022-07-01 13:08:59: {'ssid':'P587', 'bssid':'4d8ae4bdafebfb7a3470a1850b35a6214de9a007f587b48cfaea75a5', 'sec':5, 'channel':1, 'rssi':-88}
2022-07-01 13:08:59: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-89}
2022-07-01 13:08:59: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-90}
2022-07-01 13:08:59: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-90}
2022-07-01 13:08:59: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-92}
2022-07-01 13:09:01: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-61}
2022-07-01 13:09:01: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-73}
2022-07-01 13:09:01: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-77}
2022-07-01 13:09:01: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-94}
2022-07-01 13:09:03: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:09:03: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-75}
2022-07-01 13:09:03: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-87}
2022-07-01 13:09:03: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-88}
2022-07-01 13:09:03: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-90}
2022-07-01 13:09:03: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-90}
2022-07-01 13:09:05: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:09:05: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-81}
2022-07-01 13:09:05: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-01 13:09:05: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-83}
2022-07-01 13:09:07: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-53}
2022-07-01 13:09:07: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-82}
2022-07-01 13:09:07: {'ssid':'P589', 'bssid':'c5b1614cb3334122e8ed73c883023f5bea4748ecd9b40ee431c3c63c', 'sec':4, 'channel':6, 'rssi':-88}
2022-07-01 13:09:07: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-88}
2022-07-01 13:09:09: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:09:09: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-75}
2022-07-01 13:09:09: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-81}
2022-07-01 13:09:09: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-93}
2022-07-01 13:09:11: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:09:11: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-75}
2022-07-01 13:09:11: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-91}
2022-07-01 13:09:11: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-91}
2022-07-01 13:09:11: {'ssid':'P582', 'bssid':'9d84396b6a35a8c2df8829f1520cf1200d7f57df5b1e713445e514aa', 'sec':4, 'channel':6, 'rssi':-92}
2022-07-01 13:09:11: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-92}
2022-07-01 13:09:11: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-94}
2022-07-01 13:09:13: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:09:13: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-83}
2022-07-01 13:09:15: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:09:15: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-83}
2022-07-01 13:09:15: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-84}
2022-07-01 13:09:15: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-84}
2022-07-01 13:09:15: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-84}
2022-07-01 13:09:17: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-56}
2022-07-01 13:09:17: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-84}
2022-07-01 13:09:17: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-84}
