Testing SD card write operations: 2022-05-21 10:26:43
2022-05-21 11:08:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bb8795c1a9c', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:08:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7a91ba52fbd6', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:08:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:08:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'45bbbcd9cfda', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:08:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'69d3cf96578b', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:32: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': b'd0cf5e1b1be2', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'505446e41f2c', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:34: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': b'd19781b81927', 'rssi': -83, 'name': 'Mi Smart Band 4', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd298a93e05a5', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'472a35d470a5', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'750fb873812f', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'505446e41f2c', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:38: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': b'd0cf5e107cb8', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd298a93e05a5', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e4f9b2b3942f', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bb8795c1a9c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:08:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'64b04ed22f95', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 11:08:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:08:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'64b04ed22f95', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 11:08:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'750fb873812f', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'dbc537262b17', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6c490b65b569', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:08:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6c490b65b569', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:08:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7010389209b3', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6c490b65b569', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:08:48: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': b'd0cf5e0db7e9', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5a2541921aab', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'76ba622f6c69', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:08:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'41051f20a5ea', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c3309a877c7c', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'76ba622f6c69', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:08:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c3309a877c7c', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'de7999ffcaa5', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'41051f20a5ea', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'41051f20a5ea', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'53155dda5178', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'dd645b18f87b', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'deaa3f3aa2ab', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:08:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'41051f20a5ea', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:08:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63555a51052f', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'74a993469c60', 'rssi': -96, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63555a51052f', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'deaa3f3aa2ab', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63555a51052f', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7010389209b3', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6eea16b0e207', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c54519b5ccfd', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e2fb13cdc53d', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'dc483149f46f', 'rssi': -96, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c54519b5ccfd', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'40ac571bb69d', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'40ac571bb69d', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'41051f20a5ea', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e9cc06c59a5a', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f02cb8a0083d', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'74a993469c60', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'dd645b18f87b', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6eea16b0e207', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c2a8c9b32d05', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63555a51052f', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c2a8c9b32d05', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cab809500169', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd460189475ee', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'41051f20a5ea', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5fae8bcbfaa9', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'476adb415dd3', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd460189475ee', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:22: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'deaa3f3aa2ab', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63555a51052f', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c54519b5ccfd', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:24: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ef108f9f8c17', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'74a993469c60', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cb5e6fe6ceaf', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'74a993469c60', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cb5e6fe6ceaf', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e7e5ba909703', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ef108f9f8c17', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'476adb415dd3', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'fd72028b59ad', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'625deddf7c4e', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'41051f20a5ea', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'41051f20a5ea', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd3f7056c3e62', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5cabf5d03ddc', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:38: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'3e1ad130d474', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cb5e6fe6ceaf', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'eefb65d16528', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4dd2e6959a5c', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-21 11:09:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'3e1ad130d474', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63555a51052f', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5e71e091a6b4', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'3e1ad130d474', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7010389209b3', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c3309a877c7c', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'74a993469c60', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cb5e6fe6ceaf', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e0dd0415f26b', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'3e1ad130d474', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'545518dad529', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'dd645b18f87b', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5fae8bcbfaa9', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5e8db932631a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:09:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e6e2581df794', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:09:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7010389209b3', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:09:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63555a51052f', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:09:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'57b547fb406c', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
