Testing SD card write operations: 2022-05-21 10:26:43
2022-05-21 10:31:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4f632239b697', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:31:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:31:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'62be9437fb9f', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:33: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd0dbf9a11642', 'rssi': -97, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cd4531b293fa', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'73ed6e65e685', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'466345ffa825', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:31:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5d53f2488456', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 10:31:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'73ed6e65e685', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'616ac0b4eeba', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'616ac0b4eeba', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ee54d950eca7', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5d53f2488456', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 10:31:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd128cdd2b35f', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5d53f2488456', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 10:31:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'514963f8628d', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'466345ffa825', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:31:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:31:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:31:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7bea3f4fa105', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:31:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'62be9437fb9f', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'73ed6e65e685', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7c8f90af8e86', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:31:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd128cdd2b35f', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'514963f8628d', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'73b0f63c94d4', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd79aad82241f', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:31:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5628c5240ef5', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:31:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6fc248da6acd', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:31:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd79aad82241f', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7e3b34f33389', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:31:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e942b5026223', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd6598b791d18', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:31:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'70ce9b1913a4', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:31:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd79aad82241f', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5d53f2488456', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 10:32:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e942b5026223', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd6598b791d18', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6fc248da6acd', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd79aad82241f', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cd4531b293fa', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e942b5026223', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'edd5e65109af', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6fc248da6acd', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'70ce9b1913a4', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'616ac0b4eeba', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'edd5e65109af', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ea3dd74bb8e1', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e393ec57daf4', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cd4531b293fa', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e942b5026223', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd6598b791d18', 'rssi': -97, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd3ed104bb9c7', 'rssi': -96, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'70ce9b1913a4', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e942b5026223', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'42881fff223f', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:32:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7959e7650bd5', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e518d6ea6764', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7e3b34f33389', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:22: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'edd5e65109af', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:22: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ea3dd74bb8e1', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7959e7650bd5', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'62be9437fb9f', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:32:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ea1dc8247afe', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'763b6b10b2e5', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd0d6ae3073c1', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6a106c63a6ec', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:32:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e942b5026223', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6988b8c27678', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'62be9437fb9f', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:32:31: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7959e7650bd5', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'70ce9b1913a4', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'62be9437fb9f', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:32:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'763b6b10b2e5', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:32:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'70ce9b1913a4', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:37: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ee54d950eca7', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'607c754b2af1', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'42881fff223f', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:32:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6fc248da6acd', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6a106c63a6ec', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:32:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ee54d950eca7', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'763b6b10b2e5', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7b79ced607d4', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 10:32:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'61e200a00e46', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'76d1b896bf48', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 10:32:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'70ce9b1913a4', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd79aad82241f', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7959e7650bd5', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:32:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'75f33daf89f9', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6fc248da6acd', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd44b0afb80f5', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 10:32:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6cb79cb05e5e', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'12fe4600f7ea', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:54: {'adv_flag': 30, 'def_tx_pwr': 3, 'mac': b'e406fef6e573', 'rssi': -93, 'name': 'Galaxy Watch Active (62B9) LE', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 10:32:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7c8f90af8e86', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4218d0621bdc', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'75f33daf89f9', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 10:32:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'70ce9b1913a4', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 10:32:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'47c3323c5c18', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
