Time,adv_flag,def_tx_pwr,mac,rssi,name,scan_tx_pwr,conn_tx_pwr,tx_range,adv_tx_pwr
17:01:41,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-70,,3,64,,3
17:01:42,,3,6d3132f33787498a3212d98479073a00c640fd6bf774a1cecf63b1c5,-91,,3,64,,3
17:01:43,,3,8d32eb54aa4707be8d03630045d9800dac8f2a0250e6d7d41c7b7e0f,-80,Ob80,3,64,,3
17:01:44,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-71,,3,64,,3
17:01:45,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-68,,3,64,,3
17:01:45,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-69,,3,64,,3
17:01:46,,3,6d3132f33787498a3212d98479073a00c640fd6bf774a1cecf63b1c5,-90,,3,64,,3
17:01:47,,3,6001ba457f66fc04c554ac0a83d05858e16a0993e708aa1129b1dbf8,-72,,3,64,,3
17:01:48,26,3,8c40dc5642fa4ef16cbdb7a3a0922a50e79b58402c36ddcee6272951,-48,,3,64,12,3
17:01:48,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-71,,3,64,,3
17:01:49,26,3,8c40dc5642fa4ef16cbdb7a3a0922a50e79b58402c36ddcee6272951,-49,,3,64,12,3
17:01:50,,3,6001ba457f66fc04c554ac0a83d05858e16a0993e708aa1129b1dbf8,-73,,3,64,,3
17:01:51,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-68,,3,64,,3
17:01:52,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-75,,3,64,,3
17:01:52,26,3,0322a3f2f16c64abefad73d98812d7094d99c6f1f289b28f05347c73,-78,,3,64,7,3
17:01:53,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-68,,3,64,,3
17:01:54,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-68,,3,64,,3
17:01:55,26,3,8c40dc5642fa4ef16cbdb7a3a0922a50e79b58402c36ddcee6272951,-56,,3,64,12,3
17:01:56,26,3,0322a3f2f16c64abefad73d98812d7094d99c6f1f289b28f05347c73,-71,,3,64,7,3
17:01:56,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-69,,3,64,,3
17:01:57,26,3,0322a3f2f16c64abefad73d98812d7094d99c6f1f289b28f05347c73,-73,,3,64,7,3
17:01:58,,3,6001ba457f66fc04c554ac0a83d05858e16a0993e708aa1129b1dbf8,-82,,3,64,,3
17:01:59,26,3,8c40dc5642fa4ef16cbdb7a3a0922a50e79b58402c36ddcee6272951,-48,,3,64,12,3
17:01:59,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-68,,3,64,,3
17:02:00,26,3,0322a3f2f16c64abefad73d98812d7094d99c6f1f289b28f05347c73,-73,,3,64,7,3
17:02:01,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-72,,3,64,,3
17:02:02,,3,6d3132f33787498a3212d98479073a00c640fd6bf774a1cecf63b1c5,-90,,3,64,,3
17:02:03,,3,6001ba457f66fc04c554ac0a83d05858e16a0993e708aa1129b1dbf8,-93,,3,64,,3
17:02:03,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-67,,3,64,,3
17:02:04,,3,6001ba457f66fc04c554ac0a83d05858e16a0993e708aa1129b1dbf8,-84,,3,64,,3
17:02:05,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-69,,3,64,,3
17:02:06,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-72,,3,64,,3
17:02:07,26,3,8c40dc5642fa4ef16cbdb7a3a0922a50e79b58402c36ddcee6272951,-49,,3,64,12,3
17:02:07,26,3,0322a3f2f16c64abefad73d98812d7094d99c6f1f289b28f05347c73,-71,,3,64,7,3
17:02:08,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-68,,3,64,,3
17:02:09,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-70,,3,64,,3
17:02:10,,3,6d3132f33787498a3212d98479073a00c640fd6bf774a1cecf63b1c5,-90,,3,64,,3
17:02:11,,3,6001ba457f66fc04c554ac0a83d05858e16a0993e708aa1129b1dbf8,-83,,3,64,,3
17:02:11,,3,6d3132f33787498a3212d98479073a00c640fd6bf774a1cecf63b1c5,-89,,3,64,,3
17:02:12,26,3,0322a3f2f16c64abefad73d98812d7094d99c6f1f289b28f05347c73,-81,,3,64,7,3
17:02:13,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-70,,3,64,,3
17:02:14,26,3,8c40dc5642fa4ef16cbdb7a3a0922a50e79b58402c36ddcee6272951,-50,,3,64,12,3
17:02:14,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-71,,3,64,,3
17:02:15,26,3,8c40dc5642fa4ef16cbdb7a3a0922a50e79b58402c36ddcee6272951,-50,,3,64,12,3
17:02:16,,3,9fdec4f37eacff6dbcf2ce764908db77526c9c50423a6e40064c50f3,-74,,3,64,,3
17:02:17,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-69,,3,64,,3
17:02:18,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-71,,3,64,,3
17:02:18,,3,6001ba457f66fc04c554ac0a83d05858e16a0993e708aa1129b1dbf8,-89,,3,64,,3
17:02:19,,3,5e40e20446eb4b84342a87e52cc3dd2801844058f5ebe27b9c560778,-69,,3,64,,3
17:02:20,,3,9fdec4f37eacff6dbcf2ce764908db77526c9c50423a6e40064c50f3,-81,,3,64,,3
