Testing SD card write operations: 2022-06-25 14:23:00
2022-06-25 14:33:38: {'ssid':'{{{Synlab Nomade}}}', 'bssid':b'\x16\x18\n\x7f\x89X', 'sec':3, 'channel':11, 'rssi':-94}
2022-06-25 14:33:40: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:33:40: {'ssid':'CB', 'bssid':b't\x83\xc2\xb7b1', 'sec':3, 'channel':11, 'rssi':-78}
2022-06-25 14:33:40: {'ssid':'CB-HotSpot', 'bssid':b'z\x83\xc2\xb7b1', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:33:40: {'ssid':'CB-HotSpot', 'bssid':b'z\x83\xc2\xb7U\xba', 'sec':3, 'channel':1, 'rssi':-90}
2022-06-25 14:33:40: {'ssid':'CB', 'bssid':b't\x83\xc2\xb7U\xba', 'sec':3, 'channel':1, 'rssi':-94}
2022-06-25 14:33:42: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:33:42: {'ssid':'CB', 'bssid':b't\x83\xc2\xb7b1', 'sec':3, 'channel':11, 'rssi':-77}
2022-06-25 14:33:42: {'ssid':'SFR WiFi Mobile', 'bssid':b'b]Q\x1a\xd0\x05', 'sec':5, 'channel':1, 'rssi':-85}
2022-06-25 14:33:42: {'ssid':'CB', 'bssid':b't\x83\xc2\xb7U\xba', 'sec':3, 'channel':1, 'rssi':-86}
2022-06-25 14:33:42: {'ssid':'{{{Synlab Nomade}}}', 'bssid':b'\x16\x18\n\x7f\x89X', 'sec':3, 'channel':11, 'rssi':-86}
2022-06-25 14:33:42: {'ssid':'CB', 'bssid':b't\x83\xc2\xb7T\xad', 'sec':3, 'channel':1, 'rssi':-92}
2022-06-25 14:33:42: {'ssid':'CB-HotSpot', 'bssid':b'z\x83\xc2\xb7T\xad', 'sec':3, 'channel':1, 'rssi':-93}
2022-06-25 14:33:44: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-29}
2022-06-25 14:33:44: {'ssid':'CB', 'bssid':b't\x83\xc2\xb7b1', 'sec':3, 'channel':11, 'rssi':-83}
2022-06-25 14:33:44: {'ssid':'CB-HotSpot', 'bssid':b'z\x83\xc2\xb7b1', 'sec':3, 'channel':11, 'rssi':-88}
2022-06-25 14:33:44: {'ssid':'CB-HotSpot', 'bssid':b'z\x83\xc2\xb7U\xba', 'sec':3, 'channel':1, 'rssi':-89}
2022-06-25 14:33:44: {'ssid':'CB', 'bssid':b't\x83\xc2\xb7U\xba', 'sec':3, 'channel':1, 'rssi':-91}
2022-06-25 14:33:46: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:33:46: {'ssid':'Bbox-46B6F853', 'bssid':b'D\xad\xb1r\xda ', 'sec':4, 'channel':6, 'rssi':-84}
2022-06-25 14:33:48: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-29}
2022-06-25 14:33:50: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-29}
2022-06-25 14:33:50: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z6\x00', 'sec':3, 'channel':6, 'rssi':-89}
2022-06-25 14:33:50: {'ssid':'ARAPL', 'bssid':b'x\x8a Z6\x00', 'sec':3, 'channel':6, 'rssi':-91}
2022-06-25 14:33:50: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z6\x00', 'sec':3, 'channel':6, 'rssi':-91}
2022-06-25 14:33:50: {'ssid':'FreeWifi_secure', 'bssid':b"4'\x92\xa88\n", 'sec':5, 'channel':6, 'rssi':-95}
2022-06-25 14:33:52: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-28}
2022-06-25 14:33:54: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:33:56: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-28}
2022-06-25 14:33:57: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:33:57: {'ssid':'Arapl_Formation', 'bssid':b'\xfa\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-87}
2022-06-25 14:33:57: {'ssid':'ARAPL_Invite', 'bssid':b'\xf6\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-87}
2022-06-25 14:33:57: {'ssid':'ARAPL', 'bssid':b'\xf0\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-87}
2022-06-25 14:33:57: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-88}
2022-06-25 14:33:57: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-88}
2022-06-25 14:33:57: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-89}
2022-06-25 14:33:59: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:33:59: {'ssid':'ARAPL', 'bssid':b'\xf0\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-83}
2022-06-25 14:33:59: {'ssid':'ARAPL_Invite', 'bssid':b'\xf6\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-83}
2022-06-25 14:33:59: {'ssid':'Arapl_Formation', 'bssid':b'\xfa\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-84}
2022-06-25 14:33:59: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-84}
2022-06-25 14:33:59: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-85}
2022-06-25 14:33:59: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-85}
2022-06-25 14:34:01: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-28}
2022-06-25 14:34:01: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-79}
2022-06-25 14:34:01: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-79}
2022-06-25 14:34:01: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-79}
2022-06-25 14:34:01: {'ssid':'Livebox-D3B0', 'bssid':b'$\x7f \x1d\xd3\xb0', 'sec':3, 'channel':1, 'rssi':-93}
2022-06-25 14:34:03: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-28}
2022-06-25 14:34:03: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-79}
2022-06-25 14:34:03: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-79}
2022-06-25 14:34:03: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-79}
2022-06-25 14:34:05: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:05: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a ZA\xcd', 'sec':3, 'channel':6, 'rssi':-94}
2022-06-25 14:34:07: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:34:07: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-80}
2022-06-25 14:34:09: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-29}
2022-06-25 14:34:09: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-80}
2022-06-25 14:34:09: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-80}
2022-06-25 14:34:09: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-80}
2022-06-25 14:34:09: {'ssid':'MMagaF', 'bssid':b' \x9e\xf7S\xce\x81', 'sec':4, 'channel':13, 'rssi':-81}
2022-06-25 14:34:09: {'ssid':'MBure', 'bssid':b' \x9e\xf7S\xce\x80', 'sec':4, 'channel':13, 'rssi':-82}
2022-06-25 14:34:11: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:34:11: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:11: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:11: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-82}
2022-06-25 14:34:11: {'ssid':'MBure', 'bssid':b' \x9e\xf7S\xce\x80', 'sec':4, 'channel':13, 'rssi':-82}
2022-06-25 14:34:11: {'ssid':'SmatchTrace', 'bssid':b' \x9e\xf7S\xce\x82', 'sec':3, 'channel':13, 'rssi':-82}
2022-06-25 14:34:11: {'ssid':'Wifi Match Gratuit', 'bssid':b' \x9e\xf7S\xce\x83', 'sec':0, 'channel':13, 'rssi':-82}
2022-06-25 14:34:11: {'ssid':'MMagaF', 'bssid':b' \x9e\xf7S\xce\x81', 'sec':4, 'channel':13, 'rssi':-83}
2022-06-25 14:34:13: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:34:13: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:13: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:13: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:15: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:34:15: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-80}
2022-06-25 14:34:15: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:15: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-82}
2022-06-25 14:34:15: {'ssid':'Livebox-D3B0', 'bssid':b'$\x7f \x1d\xd3\xb0', 'sec':3, 'channel':1, 'rssi':-93}
2022-06-25 14:34:17: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-29}
2022-06-25 14:34:17: {'ssid':'MMagaF', 'bssid':b' \x9e\xf7S\xce\x81', 'sec':4, 'channel':13, 'rssi':-81}
2022-06-25 14:34:17: {'ssid':'SmatchTrace', 'bssid':b' \x9e\xf7S\xce\x82', 'sec':3, 'channel':13, 'rssi':-81}
2022-06-25 14:34:17: {'ssid':'Wifi Match Gratuit', 'bssid':b' \x9e\xf7S\xce\x83', 'sec':0, 'channel':13, 'rssi':-81}
2022-06-25 14:34:19: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:19: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:19: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-82}
2022-06-25 14:34:19: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-83}
2022-06-25 14:34:20: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:20: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:20: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:20: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-82}
2022-06-25 14:34:20: {'ssid':'ARAPL', 'bssid':b'\xf0\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-89}
2022-06-25 14:34:20: {'ssid':'ARAPL_Invite', 'bssid':b'\xf6\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-90}
2022-06-25 14:34:20: {'ssid':'ARAPL', 'bssid':b'x\x8a ZA\xcd', 'sec':3, 'channel':6, 'rssi':-94}
2022-06-25 14:34:20: {'ssid':'Bbox-70044C4A', 'bssid':b'{\x9e\xfc\xda\xc0\x80', 'sec':4, 'channel':11, 'rssi':-96}
2022-06-25 14:34:22: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:34:22: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-80}
2022-06-25 14:34:22: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:22: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-81}
2022-06-25 14:34:24: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:34:24: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-82}
2022-06-25 14:34:24: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-83}
2022-06-25 14:34:24: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-83}
2022-06-25 14:34:26: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:34:26: {'ssid':'MBure', 'bssid':b' \x9e\xf7S\xce\x80', 'sec':4, 'channel':13, 'rssi':-81}
2022-06-25 14:34:26: {'ssid':'MMagaF', 'bssid':b' \x9e\xf7S\xce\x81', 'sec':4, 'channel':13, 'rssi':-81}
2022-06-25 14:34:26: {'ssid':'SmatchTrace', 'bssid':b' \x9e\xf7S\xce\x82', 'sec':3, 'channel':13, 'rssi':-81}
2022-06-25 14:34:26: {'ssid':'Wifi Match Gratuit', 'bssid':b' \x9e\xf7S\xce\x83', 'sec':0, 'channel':13, 'rssi':-81}
2022-06-25 14:34:26: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-84}
2022-06-25 14:34:26: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-85}
2022-06-25 14:34:28: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:28: {'ssid':'ARAPL', 'bssid':b'\xf0\x9f\xc2\xf1\xd6\xee', 'sec':3, 'channel':1, 'rssi':-92}
2022-06-25 14:34:28: {'ssid':'ARAPL', 'bssid':b'x\x8a ZA\xcd', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-25 14:34:28: {'ssid':'Bbox-70044C4A', 'bssid':b'{\x9e\xfc\xda\xc0\x80', 'sec':4, 'channel':11, 'rssi':-93}
2022-06-25 14:34:28: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a ZA\xcd', 'sec':3, 'channel':6, 'rssi':-94}
2022-06-25 14:34:28: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a ZA\xcd', 'sec':3, 'channel':6, 'rssi':-96}
2022-06-25 14:34:30: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:30: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-85}
2022-06-25 14:34:30: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-86}
2022-06-25 14:34:30: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-86}
2022-06-25 14:34:32: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:32: {'ssid':'MBure', 'bssid':b' \x9e\xf7S\xce\x80', 'sec':4, 'channel':13, 'rssi':-80}
2022-06-25 14:34:32: {'ssid':'MMagaF', 'bssid':b' \x9e\xf7S\xce\x81', 'sec':4, 'channel':13, 'rssi':-80}
2022-06-25 14:34:32: {'ssid':'SmatchTrace', 'bssid':b' \x9e\xf7S\xce\x82', 'sec':3, 'channel':13, 'rssi':-80}
2022-06-25 14:34:32: {'ssid':'Wifi Match Gratuit', 'bssid':b' \x9e\xf7S\xce\x83', 'sec':0, 'channel':13, 'rssi':-81}
2022-06-25 14:34:32: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-87}
2022-06-25 14:34:34: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:34: {'ssid':'ARAPL_Invite', 'bssid':b'~\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-73}
2022-06-25 14:34:34: {'ssid':'ARAPL', 'bssid':b'x\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-73}
2022-06-25 14:34:34: {'ssid':'Arapl_Formation', 'bssid':b'\x82\x8a Z\x16t', 'sec':3, 'channel':11, 'rssi':-74}
2022-06-25 14:34:34: {'ssid':'MMagaF', 'bssid':b' \x9e\xf7S\xce\x81', 'sec':4, 'channel':13, 'rssi':-90}
2022-06-25 14:34:34: {'ssid':'SmatchTrace', 'bssid':b' \x9e\xf7S\xce\x82', 'sec':3, 'channel':13, 'rssi':-90}
2022-06-25 14:34:34: {'ssid':'MBure', 'bssid':b' \x9e\xf7S\xce\x80', 'sec':4, 'channel':13, 'rssi':-91}
2022-06-25 14:34:34: {'ssid':'Wifi Match Gratuit', 'bssid':b' \x9e\xf7S\xce\x83', 'sec':0, 'channel':13, 'rssi':-91}
2022-06-25 14:34:36: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:38: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:34:40: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:34:42: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:34:43: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:34:45: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:34:45: {'ssid':'Bbox-B1794C69', 'bssid':b'\xb0\xbb\xe5\x0f\x0c&', 'sec':3, 'channel':6, 'rssi':-90}
2022-06-25 14:34:47: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:34:47: {'ssid':'Martinez', 'bssid':b"4'\x92\xc7\xdf$", 'sec':4, 'channel':5, 'rssi':-71}
2022-06-25 14:34:47: {'ssid':'Freebox-46B4EF', 'bssid':b"4'\x92F\xb4\xf0", 'sec':3, 'channel':11, 'rssi':-90}
2022-06-25 14:34:49: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-19}
2022-06-25 14:34:49: {'ssid':'SFR WiFi Mobile', 'bssid':b'r]Q\xce\x1d\x9d', 'sec':5, 'channel':1, 'rssi':-88}
2022-06-25 14:34:49: {'ssid':'SFR WiFi FON', 'bssid':b'r]Q\xce\x1d\x9f', 'sec':0, 'channel':1, 'rssi':-88}
2022-06-25 14:34:49: {'ssid':'SFR_1D98', 'bssid':b'\xe4]Q\xce\x1d\x9e', 'sec':4, 'channel':1, 'rssi':-89}
2022-06-25 14:34:49: {'ssid':'Bbox-6985C1E4_EXT', 'bssid':b'\xe4\xc3*l\x95B', 'sec':4, 'channel':11, 'rssi':-91}
2022-06-25 14:34:51: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:34:51: {'ssid':'Martinez', 'bssid':b"4'\x92\xc7\xdf$", 'sec':4, 'channel':5, 'rssi':-86}
2022-06-25 14:34:53: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:34:53: {'ssid':'Bbox-6985C1E4_EXT', 'bssid':b'\xe4\xc3*l\x95B', 'sec':4, 'channel':11, 'rssi':-93}
2022-06-25 14:34:55: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:34:55: {'ssid':'SFR WiFi Mobile', 'bssid':b'r]Q\xce\x1d\x9d', 'sec':5, 'channel':1, 'rssi':-87}
2022-06-25 14:34:55: {'ssid':'SFR_1D98', 'bssid':b'\xe4]Q\xce\x1d\x9e', 'sec':4, 'channel':1, 'rssi':-87}
2022-06-25 14:34:55: {'ssid':'SFR WiFi FON', 'bssid':b'r]Q\xce\x1d\x9f', 'sec':0, 'channel':1, 'rssi':-88}
2022-06-25 14:34:57: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-19}
2022-06-25 14:34:57: {'ssid':'Martinez', 'bssid':b"4'\x92\xc7\xdf$", 'sec':4, 'channel':5, 'rssi':-87}
2022-06-25 14:34:57: {'ssid':'SFR WiFi Mobile', 'bssid':b'r]Q\xce\x1d\x9d', 'sec':5, 'channel':1, 'rssi':-89}
2022-06-25 14:34:57: {'ssid':'Freebox-46B4EF', 'bssid':b"4'\x92F\xb4\xf0", 'sec':3, 'channel':11, 'rssi':-89}
2022-06-25 14:34:57: {'ssid':'SFR_4AB0', 'bssid':b'\xcc-\x1b\xfdJ\xb6', 'sec':4, 'channel':11, 'rssi':-91}
2022-06-25 14:34:57: {'ssid':'SFR WiFi FON', 'bssid':b'r-\x1b\xfdJ\xb7', 'sec':0, 'channel':11, 'rssi':-94}
2022-06-25 14:34:59: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-18}
2022-06-25 14:34:59: {'ssid':'SFR WiFi Mobile', 'bssid':b'r]Q\xce\x1d\x9d', 'sec':5, 'channel':1, 'rssi':-89}
2022-06-25 14:34:59: {'ssid':'SFR_1D98', 'bssid':b'\xe4]Q\xce\x1d\x9e', 'sec':4, 'channel':1, 'rssi':-90}
2022-06-25 14:34:59: {'ssid':'SFR WiFi FON', 'bssid':b'r]Q\xce\x1d\x9f', 'sec':0, 'channel':1, 'rssi':-90}
2022-06-25 14:35:01: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:35:01: {'ssid':'Livebox-7D64', 'bssid':b'\xe4u\xdc\xf7}d', 'sec':3, 'channel':1, 'rssi':-93}
2022-06-25 14:35:02: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:35:02: {'ssid':'SFR WiFi Mobile', 'bssid':b'r]Q\xce\x1d\x9d', 'sec':5, 'channel':1, 'rssi':-88}
2022-06-25 14:35:02: {'ssid':'SFR_1D98', 'bssid':b'\xe4]Q\xce\x1d\x9e', 'sec':4, 'channel':1, 'rssi':-88}
2022-06-25 14:35:02: {'ssid':'SFR WiFi FON', 'bssid':b'r]Q\xce\x1d\x9f', 'sec':0, 'channel':1, 'rssi':-88}
2022-06-25 14:35:02: {'ssid':'SFR WiFi Mobile', 'bssid':b'r-\x1b\xfdJ\xb5', 'sec':5, 'channel':11, 'rssi':-92}
2022-06-25 14:35:02: {'ssid':'SFR_4AB0', 'bssid':b'\xcc-\x1b\xfdJ\xb6', 'sec':4, 'channel':11, 'rssi':-92}
2022-06-25 14:35:02: {'ssid':'FreeWifi_secure', 'bssid':b"4'\x92F\xb4\xf2", 'sec':5, 'channel':11, 'rssi':-94}
2022-06-25 14:35:04: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:35:06: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:35:06: {'ssid':'SFR WiFi FON', 'bssid':b'r]Q\xce\x1d\x9f', 'sec':0, 'channel':1, 'rssi':-95}
2022-06-25 14:35:08: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-22}
2022-06-25 14:35:08: {'ssid':'Freebox-1E75D7', 'bssid':b'\x8c\x97\xea\x1eu\xd8', 'sec':3, 'channel':11, 'rssi':-95}
2022-06-25 14:35:10: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:35:10: {'ssid':'Martinez', 'bssid':b"4'\x92\xc7\xdf$", 'sec':4, 'channel':5, 'rssi':-91}
2022-06-25 14:35:10: {'ssid':'Freebox-46B4EF', 'bssid':b"4'\x92F\xb4\xf0", 'sec':3, 'channel':11, 'rssi':-91}
2022-06-25 14:35:12: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-19}
2022-06-25 14:35:12: {'ssid':'FreeWifi_secure', 'bssid':b'h\xa3xu\xcaQ', 'sec':5, 'channel':11, 'rssi':-91}
