Time,ssid,bssid,sec,channel,rssi
10:05:51,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-66
10:05:51,SFR_AD60,b'`5\xc0Y\xadf',4,1,-80
10:05:51,Livebox-38D0,b'h?}^8\xd0',3,11,-80
10:05:52,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-56
10:05:52,SFR_C4A0,b'la\xf4G\xc4\xa6',4,11,-75
10:05:52,Livebox-38D0,b'h?}^8\xd0',3,11,-77
10:05:52,SFR_AD60,b'`5\xc0Y\xadf',4,1,-83
10:05:52,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-87
10:05:52,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-87
10:05:52,SFR WiFi FON,b'j]Q:\xb4\xd7',0,11,-87
10:05:52,FreeWifi_secure,b'\xe4\x9e\x12\xce\xf2N',5,11,-87
10:05:52,Freebox-39BB1E,b'\xdc\x00\xb0\xad\x94@',3,11,-91
10:05:52,Bbox-6AB801BE,b'D\xd4S\xb0\xed\xe6',3,1,-92
10:05:54,SFR_C4A0,b'la\xf4G\xc4\xa6',4,11,-76
10:05:54,Livebox-38D0,b'h?}^8\xd0',3,11,-79
10:05:54,freebox_MILLERET,b'\xe4\x9e\x12\xce\xf2L',1,11,-88
10:05:54,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-88
10:05:54,SFR WiFi FON,b'j]Q:\xb4\xd7',0,11,-88
10:05:54,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-89
10:05:54,Bbox-6AB801BE,b'D\xd4S\xb0\xed\xe6',3,1,-90
10:05:56,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-55
10:05:56,SFR_AD60,b'`5\xc0Y\xadf',4,1,-84
10:05:56,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-87
10:05:56,SFR_12C0,b'`5\xc0\xba\x12\xc5',4,6,-88
10:05:56,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-88
10:05:56,Bbox-6AB801BE,b'D\xd4S\xb0\xed\xe6',3,1,-91
10:05:58,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-55
10:05:58,SFR_C4A0,b'la\xf4G\xc4\xa6',4,11,-75
10:05:58,Livebox-38D0,b'h?}^8\xd0',3,11,-79
10:05:58,SFR_AD60,b'`5\xc0Y\xadf',4,1,-84
10:05:58,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-85
10:05:58,SFR WiFi FON,b'j]Q:\xb4\xd7',0,11,-85
10:05:58,SFR_12C0,b'`5\xc0\xba\x12\xc5',4,6,-86
10:05:58,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-86
10:06:00,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-55
10:06:00,Livebox-38D0,b'h?}^8\xd0',3,11,-80
10:06:00,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-85
10:06:00,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-85
10:06:00,SFR WiFi FON,b'j]Q:\xb4\xd7',0,11,-85
10:06:00,freebox_UDFDEB,b'h\xa3x\xc3$2',4,2,-93
10:06:02,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-55
10:06:02,SFR_C4A0,b'la\xf4G\xc4\xa6',4,11,-73
10:06:02,Livebox-38D0,b'h?}^8\xd0',3,11,-79
10:06:02,SFR_AD60,b'`5\xc0Y\xadf',4,1,-84
10:06:02,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-86
10:06:02,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-87
10:06:02,Bbox-6AB801BE,b'D\xd4S\xb0\xed\xe6',3,1,-91
10:06:04,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-65
10:06:04,Livebox-38D0,b'h?}^8\xd0',3,11,-79
10:06:04,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-89
10:06:04,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-90
10:06:04,Bbox-AF9C407D,b'D\xd4Tt2\xc0',4,11,-93
10:06:06,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-61
10:06:06,SFR_C4A0,b'la\xf4G\xc4\xa6',4,11,-76
10:06:06,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-87
10:06:06,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-88
10:06:06,SFR WiFi FON,b'j]Q:\xb4\xd7',0,11,-89
10:06:06,Livebox-2504,b'\xe4u\xdcs%\x04',3,1,-92
10:06:08,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-61
10:06:08,SFR_C4A0,b'la\xf4G\xc4\xa6',4,11,-75
10:06:08,Livebox-38D0,b'h?}^8\xd0',3,11,-79
10:06:08,SFR WiFi Mobile,b'j]Q:\xb4\xd5',5,11,-86
10:06:08,SFR WiFi FON,b'j]Q:\xb4\xd7',0,11,-86
10:06:08,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-87
10:06:10,iPhone,"b'\x1eA\xf5\x7f\xb6,'",3,6,-70
10:06:10,Livebox-38D0,b'h?}^8\xd0',3,11,-80
10:06:10,SFR_AD60,b'`5\xc0Y\xadf',4,1,-82
10:06:10,SFR_B4D0,b'\xe4]Q:\xb4\xd6',4,11,-83
10:06:10,freebox_MILLERET,b'\xe4\x9e\x12\xce\xf2L',1,11,-85
10:06:10,Freebox-5AAE17,b' f\xcf\xeb\x87z',3,11,-86
