Testing SD card write operations: 2023-01-27 08:06:59
2023-01-27 08:14:07: {'name': None, 'adv_flag': None, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:09: {'name': None, 'adv_flag': None, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:11: {'name': None, 'adv_flag': None, 'rssi': -74, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:13: {'name': None, 'adv_flag': None, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:15: {'name': None, 'adv_flag': None, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:17: {'name': None, 'adv_flag': None, 'rssi': -75, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:45: {'name': None, 'adv_flag': None, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:47: {'name': None, 'adv_flag': None, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:49: {'name': None, 'adv_flag': None, 'rssi': -79, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:51: {'name': None, 'adv_flag': None, 'rssi': -75, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:53: {'name': None, 'adv_flag': None, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:55: {'name': None, 'adv_flag': None, 'rssi': -75, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:57: {'name': None, 'adv_flag': None, 'rssi': -73, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:14:59: {'name': None, 'adv_flag': None, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:01: {'name': None, 'adv_flag': None, 'rssi': -86, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:03: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '23f1b317d487b19cd1e6b120a9ac950e8db775344b94ae2daf9c6a48', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:16: {'name': None, 'adv_flag': 26, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'c9aaa1f1fd7f5c528fc8da465f37b874350b31080b61992e5618a056', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:21: {'name': None, 'adv_flag': None, 'rssi': -79, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:23: {'name': None, 'adv_flag': None, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '2c13455ce4f2f03c22b132bd8f0c8ea20b241fec65123be03827421a', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:24: {'name': None, 'adv_flag': None, 'rssi': -84, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:25: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:27: {'name': None, 'adv_flag': 26, 'rssi': -96, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'c9aaa1f1fd7f5c528fc8da465f37b874350b31080b61992e5618a056', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:28: {'name': None, 'adv_flag': None, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:29: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:31: {'name': None, 'adv_flag': None, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:33: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:35: {'name': None, 'adv_flag': None, 'rssi': -91, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:36: {'name': None, 'adv_flag': 26, 'rssi': -95, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': 'c9aaa1f1fd7f5c528fc8da465f37b874350b31080b61992e5618a056', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:37: {'name': None, 'adv_flag': None, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:39: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:43: {'name': None, 'adv_flag': None, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:45: {'name': None, 'adv_flag': None, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:47: {'name': None, 'adv_flag': None, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:49: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:51: {'name': None, 'adv_flag': None, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:53: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:55: {'name': None, 'adv_flag': None, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:57: {'name': None, 'adv_flag': None, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:15:59: {'name': None, 'adv_flag': None, 'rssi': -90, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:01: {'name': None, 'adv_flag': None, 'rssi': -87, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:13: {'name': None, 'adv_flag': None, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:15: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:17: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:19: {'name': None, 'adv_flag': None, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:21: {'name': None, 'adv_flag': None, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:23: {'name': None, 'adv_flag': None, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:25: {'name': None, 'adv_flag': None, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:29: {'name': None, 'adv_flag': None, 'rssi': -85, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:31: {'name': None, 'adv_flag': None, 'rssi': -81, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:33: {'name': None, 'adv_flag': None, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:16:35: {'name': None, 'adv_flag': None, 'rssi': -83, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:01: {'name': None, 'adv_flag': None, 'rssi': -78, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:03: {'name': None, 'adv_flag': None, 'rssi': -75, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:05: {'name': None, 'adv_flag': None, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:07: {'name': None, 'adv_flag': 26, 'rssi': -75, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:08: {'name': None, 'adv_flag': 26, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:09: {'name': None, 'adv_flag': 26, 'rssi': -79, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:09: {'name': None, 'adv_flag': 26, 'rssi': -73, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:10: {'name': None, 'adv_flag': 26, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:11: {'name': None, 'adv_flag': 26, 'rssi': -79, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:12: {'name': None, 'adv_flag': 26, 'rssi': -74, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:13: {'name': None, 'adv_flag': 26, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:13: {'name': None, 'adv_flag': 26, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:14: {'name': None, 'adv_flag': 26, 'rssi': -84, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:15: {'name': None, 'adv_flag': 26, 'rssi': -74, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:16: {'name': None, 'adv_flag': 26, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:16: {'name': None, 'adv_flag': 26, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:17: {'name': None, 'adv_flag': 26, 'rssi': -88, 'adv_tx_pwr': 0, 'tx_range': 7, 'def_tx_pwr': 0, 'mac': 'dc664617ddc37e4c9d6913d5aefa38a0b83c0a3c5aaab841b887dca0', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:18: {'name': None, 'adv_flag': 26, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:19: {'name': None, 'adv_flag': 26, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:20: {'name': None, 'adv_flag': 26, 'rssi': -93, 'adv_tx_pwr': 0, 'tx_range': 7, 'def_tx_pwr': 0, 'mac': 'dc664617ddc37e4c9d6913d5aefa38a0b83c0a3c5aaab841b887dca0', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:20: {'name': None, 'adv_flag': 26, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:21: {'name': None, 'adv_flag': 26, 'rssi': -77, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:22: {'name': None, 'adv_flag': None, 'rssi': -92, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9fca9e9ea9e48dd8d4eafc2aed46685564b3ca83d73b1f078224893c', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:23: {'name': None, 'adv_flag': 26, 'rssi': -73, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:23: {'name': None, 'adv_flag': 26, 'rssi': -75, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:24: {'name': None, 'adv_flag': 26, 'rssi': -74, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:25: {'name': None, 'adv_flag': 26, 'rssi': -74, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:26: {'name': None, 'adv_flag': 26, 'rssi': -80, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:27: {'name': None, 'adv_flag': None, 'rssi': -73, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:27: {'name': None, 'adv_flag': 26, 'rssi': -73, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:28: {'name': None, 'adv_flag': 26, 'rssi': -76, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:29: {'name': None, 'adv_flag': 26, 'rssi': -82, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:30: {'name': None, 'adv_flag': 26, 'rssi': -73, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:30: {'name': None, 'adv_flag': None, 'rssi': -79, 'adv_tx_pwr': 0, 'tx_range': None, 'def_tx_pwr': 0, 'mac': '9c8b8d8885f61419089ce1892d3c87fb0a9cde2a6240f2f7f4772615', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:31: {'name': None, 'adv_flag': 26, 'rssi': -83, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:32: {'name': None, 'adv_flag': 26, 'rssi': -68, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:33: {'name': None, 'adv_flag': 26, 'rssi': -74, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:34: {'name': None, 'adv_flag': 26, 'rssi': -69, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:34: {'name': None, 'adv_flag': 26, 'rssi': -69, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
2023-01-27 08:17:35: {'name': None, 'adv_flag': 26, 'rssi': -67, 'adv_tx_pwr': 0, 'tx_range': 12, 'def_tx_pwr': 0, 'mac': 'a0f7085422f816004e31a6f1d3d2887afb92d0af43b827bebd5cd075', 'scan_tx_pwr': 0, 'conn_tx_pwr': 0}
