Testing SD card write operations: 2022-07-03 15:16:38
2022-07-03 15:50:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1188c808d43860f46f47b6c409bc3011e746837e893e3a8e40d6a144', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:50:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:50:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '05d3709591acfe7017a5cfb16cea2364db4109c52541cb4f4ab647ec', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:50:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b61eeed08dd52cc36b066ad164c96f57a1b1b6ab988fba932cf891f6', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a99993bbb25a1b05951fc3a2d8e57ad7440186dd00f6f25156c21b8a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:50:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '85e1cd7437a9535f2d7476ddeaacc172e4a39e7095cc784bf2b4ca56', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4be405e1f587b53e909ea21b4a95652fa7dfbb0f57cb033e4bb6e00d', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a221169a2596eab566114ebe6a849f8f09f663c3c4b3e0dea981ed3b', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 15:50:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -84, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:50:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c2810ff578d261fa72ad9756bcef4e3e6ab68f23b7339eb1fdf1cbb5', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f0ddf3ecc18c774e6f17c544f78ba1538c831cf3acb88403f3e849a8', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:50:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fa603afbe2f6ab1a913234f9e5b221bf143a80f986dadb465f19647c', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:50:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a6c618dd3f25bd0b77724480fa17555cf6ef868c3fcb518ec85ed7f3', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:50:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5fe994e5c7bb90e0ccddfa1bf6129a2d75e87f6e577c511d4c9c9179', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -76, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:50:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c2810ff578d261fa72ad9756bcef4e3e6ab68f23b7339eb1fdf1cbb5', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:50:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cdda5935fb7c0b3bcd379a5b46a66e395f7ecfa1cec0ec8770f3b18c', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cdda5935fb7c0b3bcd379a5b46a66e395f7ecfa1cec0ec8770f3b18c', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:50:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dc51c8900d1ee77814baff473f8de42b4e1f53869fb05ed135bc1eaf', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:51:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '6291711ab25471a43433696c657c030568c0f18092c8a440516d49fb', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '915245d0e00745109e27e4afdd096645d9398038463a7dfd68dfd1af', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:51:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8c3b02609916431cb86b8b2dc40a21e74815d3fa26ef710841d50172', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a6c618dd3f25bd0b77724480fa17555cf6ef868c3fcb518ec85ed7f3', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ce32c1c7df472ed36c0cfbdceda595e7e6983d6f5abed32b57379d0e', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '23257962852d14912c8695e732fe2da9956c4cdc69b54ea110342731', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '05d3709591acfe7017a5cfb16cea2364db4109c52541cb4f4ab647ec', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5fe994e5c7bb90e0ccddfa1bf6129a2d75e87f6e577c511d4c9c9179', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '05d3709591acfe7017a5cfb16cea2364db4109c52541cb4f4ab647ec', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1188c808d43860f46f47b6c409bc3011e746837e893e3a8e40d6a144', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cea03f43c553c0539ab61b28697d2a1fd047921da67ae0d4237c8c8e', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:51:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a221169a2596eab566114ebe6a849f8f09f663c3c4b3e0dea981ed3b', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 15:51:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0894bc9489e2a7fa13e7ef1890b15c5e1b21a4adcaafe111e691aae0', 'rssi': -59, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0894bc9489e2a7fa13e7ef1890b15c5e1b21a4adcaafe111e691aae0', 'rssi': -56, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '01072ba670ffdfffaa8ddb655db43cf358fb8d45d8418f7c4f6f548f', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -82, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c2810ff578d261fa72ad9756bcef4e3e6ab68f23b7339eb1fdf1cbb5', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b61eeed08dd52cc36b066ad164c96f57a1b1b6ab988fba932cf891f6', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '563d1245f8cfe6a54341efc1cb5c5d4f46bde150837f6a79f75d5d81', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c34e4f358cd5e66cf861df387819029afbe05834b1f6f75f90d30ced', 'rssi': -88, 'name': 'Tb81', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a99993bbb25a1b05951fc3a2d8e57ad7440186dd00f6f25156c21b8a', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:51:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '23257962852d14912c8695e732fe2da9956c4cdc69b54ea110342731', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cdda5935fb7c0b3bcd379a5b46a66e395f7ecfa1cec0ec8770f3b18c', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c2810ff578d261fa72ad9756bcef4e3e6ab68f23b7339eb1fdf1cbb5', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a221169a2596eab566114ebe6a849f8f09f663c3c4b3e0dea981ed3b', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 15:51:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd7574a59b9bc6686792a4d4d0cf974268fdad89b4714c2dff338419e', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -82, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5fe994e5c7bb90e0ccddfa1bf6129a2d75e87f6e577c511d4c9c9179', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '351722b718cb59eec1131c512019d1ef242291246bc983224b75443b', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '23257962852d14912c8695e732fe2da9956c4cdc69b54ea110342731', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '63548fdedb265bb37a4ade6c44d8d7c0855b9222f62497935b788a8f', 'rssi': -50, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4be405e1f587b53e909ea21b4a95652fa7dfbb0f57cb033e4bb6e00d', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5dd7c4f580d53afc9fbdc5c81cad2881b44b4823eb54fd64493e06e5', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4be405e1f587b53e909ea21b4a95652fa7dfbb0f57cb033e4bb6e00d', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4cedf829568a7b17e3f669ca84f455ce05f12a128553f50563f0cef7', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f0ddf3ecc18c774e6f17c544f78ba1538c831cf3acb88403f3e849a8', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b73aeadbae8398734e855f883180c48e22546caf890a4150e7a12876', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4cedf829568a7b17e3f669ca84f455ce05f12a128553f50563f0cef7', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '23257962852d14912c8695e732fe2da9956c4cdc69b54ea110342731', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:37: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4be405e1f587b53e909ea21b4a95652fa7dfbb0f57cb033e4bb6e00d', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5fe994e5c7bb90e0ccddfa1bf6129a2d75e87f6e577c511d4c9c9179', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '915245d0e00745109e27e4afdd096645d9398038463a7dfd68dfd1af', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:51:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c70bc7f0feb2f1b01af6ef3c4ff9ba9c7a1e87e23a96881ca45cc343', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '23257962852d14912c8695e732fe2da9956c4cdc69b54ea110342731', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1188c808d43860f46f47b6c409bc3011e746837e893e3a8e40d6a144', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b73aeadbae8398734e855f883180c48e22546caf890a4150e7a12876', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '563d1245f8cfe6a54341efc1cb5c5d4f46bde150837f6a79f75d5d81', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5fe994e5c7bb90e0ccddfa1bf6129a2d75e87f6e577c511d4c9c9179', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b73aeadbae8398734e855f883180c48e22546caf890a4150e7a12876', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a221169a2596eab566114ebe6a849f8f09f663c3c4b3e0dea981ed3b', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 15:51:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a221169a2596eab566114ebe6a849f8f09f663c3c4b3e0dea981ed3b', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 15:51:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '05d3709591acfe7017a5cfb16cea2364db4109c52541cb4f4ab647ec', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7d8ac476d15679c724b00ac06f7e6c17e6794d2f8bdee876a84084fe', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5fe994e5c7bb90e0ccddfa1bf6129a2d75e87f6e577c511d4c9c9179', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:51:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a99993bbb25a1b05951fc3a2d8e57ad7440186dd00f6f25156c21b8a', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:51:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a6c618dd3f25bd0b77724480fa17555cf6ef868c3fcb518ec85ed7f3', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1188c808d43860f46f47b6c409bc3011e746837e893e3a8e40d6a144', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:51:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7a81941d1c89818798fce29a073b32a0436c5670ca190d75e1cd9722', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:51:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fa603afbe2f6ab1a913234f9e5b221bf143a80f986dadb465f19647c', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
