Testing SD card write operations: 2022-07-03 15:16:38
2022-07-03 15:25:08: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fad5436c3b9a3c940bf269e9c08392ca544ab6156cca873c690bdb92', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '251f5dccb488fba3c5bc21468b6881a75147ab1234327874e0d7cd8c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 15:25:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '729644e0a1625cbaa3af9e27d3b10edcfffc009bc0a94232aa2e66a1', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10d21b6589614e2b8006b34cbb9bdcd05808be8f9f6917fb6f927f52', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd5e02f1fdc669435fd7639c4cb2e6d5941d4a8b514a530c83bfb8357', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:25:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2612f951c4c900b7b738a1f686c56bc3e24a5858ef603ff556e02c50', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2612f951c4c900b7b738a1f686c56bc3e24a5858ef603ff556e02c50', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '21b15273dfabbeb514b341b52c18397b3ca9698ee9067fa867b9dc7c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '459714707e08c311029330f7db7e5e6b69569accfee9b95a45295175', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:25:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '729644e0a1625cbaa3af9e27d3b10edcfffc009bc0a94232aa2e66a1', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c88009d6316496740446238b136fd3bed4bc7a5971b5e290ccad159d', 'rssi': -49, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'caf50aa956de29e8ebe10ff4cbeafd809bc855d308de282d25d03e27', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '738bdc3f6fc70b4446da8ce9583dcdb23a1647ee57f3f614ac4de469', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c88009d6316496740446238b136fd3bed4bc7a5971b5e290ccad159d', 'rssi': -40, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -70, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '459714707e08c311029330f7db7e5e6b69569accfee9b95a45295175', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:25:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8c7e1d8043c214297f7b75b56c826f608cf62820768e11192a612e3f', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a5a6d48b7f6d4ad4e41cc17333bfa90cfbc43e4a6906643af9d26c4a', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c88009d6316496740446238b136fd3bed4bc7a5971b5e290ccad159d', 'rssi': -36, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bc59fd48b4c8862d6c7f679284717cc0d3d0a7df8bb83206f695a10', 'rssi': -35, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '98bda3f065a6d5c0f6a0f273df0bcd7b941e039029f1ac0620de30c5', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '98bda3f065a6d5c0f6a0f273df0bcd7b941e039029f1ac0620de30c5', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f162b24859c915515b0e34b52dac39955efe8e3dca253135e0b6b6f5', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '8f7dc424701fcd5b28222146d2d5e42533b77c65fbef914eab5cc99a', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:25:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2612f951c4c900b7b738a1f686c56bc3e24a5858ef603ff556e02c50', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ff56d5984656cc52021fd53fdb6f178f385c48790da7b89c4c1c3572', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:25:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f162b24859c915515b0e34b52dac39955efe8e3dca253135e0b6b6f5', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '0ade97556480681861a83ec9db9cb9225da2da24b7e318f7914465b3', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '459714707e08c311029330f7db7e5e6b69569accfee9b95a45295175', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:25:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '251f5dccb488fba3c5bc21468b6881a75147ab1234327874e0d7cd8c', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 15:25:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '98bda3f065a6d5c0f6a0f273df0bcd7b941e039029f1ac0620de30c5', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -83, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c34e4f358cd5e66cf861df387819029afbe05834b1f6f75f90d30ced', 'rssi': -85, 'name': 'Tb81', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a5a6d48b7f6d4ad4e41cc17333bfa90cfbc43e4a6906643af9d26c4a', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd5e02f1fdc669435fd7639c4cb2e6d5941d4a8b514a530c83bfb8357', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '623db2b2c7bc5424a0aea35802b4db4ac643329d0cc7b9d6747cda85', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f162b24859c915515b0e34b52dac39955efe8e3dca253135e0b6b6f5', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3710a6b52a8856731a2d223db4703616be06c78e5460e2f0ddeb55ab', 'rssi': -97, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -71, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '476fe453e5213a64e14fe8179c6824d4ccca6f4893562613fa92b75e', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:25:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'c5462d1e7f8b04bc06d2af3dab8f0e3da8c08cb9e144a8d74896f13b', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f162b24859c915515b0e34b52dac39955efe8e3dca253135e0b6b6f5', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ff56d5984656cc52021fd53fdb6f178f385c48790da7b89c4c1c3572', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 15:25:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8c7e1d8043c214297f7b75b56c826f608cf62820768e11192a612e3f', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f162b24859c915515b0e34b52dac39955efe8e3dca253135e0b6b6f5', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:51: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '623db2b2c7bc5424a0aea35802b4db4ac643329d0cc7b9d6747cda85', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5dcc6f2dc75ef5c4007c2ae2527e2cb73817d9f6b42cd649afe1a5d8', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2612f951c4c900b7b738a1f686c56bc3e24a5858ef603ff556e02c50', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8c7e1d8043c214297f7b75b56c826f608cf62820768e11192a612e3f', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '38fbcca7a45f3a654aab0687f894cefbcdd0f9f58be0b5ba704c636f', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '623db2b2c7bc5424a0aea35802b4db4ac643329d0cc7b9d6747cda85', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5dcc6f2dc75ef5c4007c2ae2527e2cb73817d9f6b42cd649afe1a5d8', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c438a6f7e9bb7c7c3a515ae49ca4e1b3a7296c703039460ddcd52856', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -70, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:25:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f162b24859c915515b0e34b52dac39955efe8e3dca253135e0b6b6f5', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:25:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c438a6f7e9bb7c7c3a515ae49ca4e1b3a7296c703039460ddcd52856', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3151d7edb0ee068b8e8065f3dfc3028493c60384b0361cd1efa05828', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8c7e1d8043c214297f7b75b56c826f608cf62820768e11192a612e3f', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '476fe453e5213a64e14fe8179c6824d4ccca6f4893562613fa92b75e', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:26:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'aec324f7a118a668f1fb8415ac54c20e5b5644fdf0fbf230a8565ac0', 'rssi': -79, 'name': 'Tb80', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '98bda3f065a6d5c0f6a0f273df0bcd7b941e039029f1ac0620de30c5', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '98bda3f065a6d5c0f6a0f273df0bcd7b941e039029f1ac0620de30c5', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd5e02f1fdc669435fd7639c4cb2e6d5941d4a8b514a530c83bfb8357', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '623db2b2c7bc5424a0aea35802b4db4ac643329d0cc7b9d6747cda85', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '38fbcca7a45f3a654aab0687f894cefbcdd0f9f58be0b5ba704c636f', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'caf50aa956de29e8ebe10ff4cbeafd809bc855d308de282d25d03e27', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c88009d6316496740446238b136fd3bed4bc7a5971b5e290ccad159d', 'rssi': -40, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c88009d6316496740446238b136fd3bed4bc7a5971b5e290ccad159d', 'rssi': -33, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '563d1245f8cfe6a54341efc1cb5c5d4f46bde150837f6a79f75d5d81', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 15:26:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5dcc6f2dc75ef5c4007c2ae2527e2cb73817d9f6b42cd649afe1a5d8', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b0bf8794c1a4408c71443b76cc0cf7c7c1261c02b18cfe51cdafdc32', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8c7e1d8043c214297f7b75b56c826f608cf62820768e11192a612e3f', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0a268dacdef0d64aae8ed804798066c7c846ce02bbe4195381eb689c', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:26:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '623db2b2c7bc5424a0aea35802b4db4ac643329d0cc7b9d6747cda85', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '4d51b5ba3c3ee04f8771c5216076031db4c0df09f9f19fe04f52a4f5', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:26:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a5a6d48b7f6d4ad4e41cc17333bfa90cfbc43e4a6906643af9d26c4a', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd5e02f1fdc669435fd7639c4cb2e6d5941d4a8b514a530c83bfb8357', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd5e02f1fdc669435fd7639c4cb2e6d5941d4a8b514a530c83bfb8357', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 15:26:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '251f5dccb488fba3c5bc21468b6881a75147ab1234327874e0d7cd8c', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 15:26:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '476fe453e5213a64e14fe8179c6824d4ccca6f4893562613fa92b75e', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 15:26:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '614971e9a73c259bbbc8ea0cfbe556141d290cf8c4c0d81ccf5c2a97', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
